source_record_id,business_id,bank_name,account_id,transaction_date,posting_date,transaction_description,transaction_reference,debit_amount,credit_amount,balance_after_transaction,currency,source_file,transaction_date_std,posting_date_std,missing_transaction_reference,missing_balance_after_transaction,net_amount,posting_delay_days,delayed_posting_flag,description_normalized,possible_sign_inconsistency,is_reversal,is_duplicate,duplicate_group_size
BT_0006024,SME_004,Nedbank,ACC-42366980,06/03/2024,2024-03-11,CUSTOMER ORDER PAYMENT,REF361807423,,2925.09,1256712.69,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-11,False,False,2925.09,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006025,SME_004,Nedbank,ACC-42366980,2024-03-06,2024-03-08,CUSTOMER ORDER PAYMENT,REF142817871,,1722.4,1258435.09,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-08,False,False,1722.4,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006026,SME_004,Nedbank,ACC-42366980,06/03/2024,06/03/2024,CUSTOMER ORDER PAYMENT,REF832883943,,1107.13,1259542.22,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-06,False,False,1107.13,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006027,SME_004,Nedbank,ACC-42366980,06 Mar 2024,06 Mar 2024,CUSTOMER ORDER PAYMENT,REF444603491,,1077.48,1260619.7,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-06,False,False,1077.48,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006028,SME_004,Nedbank,ACC-42366980,2024-03-06,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF509495719,,184.34,1260804.04,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-09,False,False,184.34,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006029,SME_004,Nedbank,ACC-42366980,2024-03-06,2024-03-07,CUSTOMER ORDER PAYMENT,REF954920307,,573.64,1261377.68,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-07,False,False,573.64,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006030,SME_004,Nedbank,ACC-42366980,06/03/2024,2024-03-06,CUSTOMER ORDER PAYMENT,REF221734439,,310.65,1261688.33,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-06,False,False,310.65,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006031,SME_004,Nedbank,ACC-42366980,2024-03-06,06/03/2024,CUSTOMER ORDER PAYMENT,REF514331133,,761.17,1262449.5,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-06,False,False,761.17,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006032,SME_004,Nedbank,ACC-42366980,2024-03-06,08/03/2024,CUSTOMER ORDER PAYMENT,REF375512010,,1390.87,1263840.37,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-08,False,False,1390.87,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006033,SME_004,Nedbank,ACC-42366980,2024-03-06,06/03/2024,CUSTOMER ORDER PAYMENT,REF680075399,,697.99,1264538.36,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-06,False,False,697.99,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006034,SME_004,Nedbank,ACC-42366980,06 Mar 2024,2024-03-07,CUSTOMER ORDER PAYMENT,REF877362892,,831.59,1265369.95,ZAR,nedbank_statement_export.csv,2024-03-06,2024-03-07,False,False,831.59,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006035,SME_004,Nedbank,ACC-42366980,2024-03-07,08/03/2024,CUSTOMER ORDER PAYMENT,REF403685324,,1033.61,1266403.56,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,1033.61,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006036,SME_004,Nedbank,ACC-42366980,2024-03-07,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF126527569,,2667.73,1269071.29,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,2667.73,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006037,SME_004,Nedbank,ACC-42366980,2024-03-07,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF654982592,,446.67,1269517.96,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,446.67,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006038,SME_004,Nedbank,ACC-42366980,2024-03-07,08/03/2024,CUSTOMER ORDER PAYMENT,REF982732880,,575.42,1270093.38,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,575.42,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006039,SME_004,Nedbank,ACC-42366980,2024-03-07,2024-03-07,CUSTOMER ORDER PAYMENT,REF927311980,,2178.79,1272272.17,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,2178.79,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006040,SME_004,Nedbank,ACC-42366980,07 Mar 2024,2024-03-08,CUSTOMER ORDER PAYMENT,REF502608133,,895.72,1273167.89,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,895.72,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006041,SME_004,Nedbank,ACC-42366980,07 Mar 2024,07/03/2024,CUSTOMER ORDER PAYMENT,REF652235149,,730.15,1273898.04,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,730.15,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006042,SME_004,Nedbank,ACC-42366980,2024-03-07,07/03/2024,CUSTOMER ORDER PAYMENT,REF962017907,,256.21,1274154.25,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,256.21,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006043,SME_004,Nedbank,ACC-42366980,2024-03-07,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF646250686,,1344.0,1275498.25,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,1344.0,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006044,SME_004,Nedbank,ACC-42366980,07 Mar 2024,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF578413078,,555.72,1276053.97,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,555.72,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006045,SME_004,Nedbank,ACC-42366980,2024-03-07,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF622702576,,1197.64,1277251.61,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-09,False,False,1197.64,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006046,SME_004,Nedbank,ACC-42366980,07/03/2024,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF147085363,,1700.23,1278951.84,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-09,False,False,1700.23,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006047,SME_004,Nedbank,ACC-42366980,07 Mar 2024,2024-03-07,CUSTOMER ORDER PAYMENT,REF418293546,,1055.28,1280007.12,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,1055.28,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006048,SME_004,Nedbank,ACC-42366980,07/03/2024,07 Mar 2024,CUSTOMER ORDER PAYMENT,REF799573076,,2143.2,1282150.32,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,2143.2,0,False,CUSTOMER ORDER PAYMENT,False,False,False,2
BT_0006049,SME_004,Nedbank,ACC-42366980,07/03/2024,07 Mar 2024,CUSTOMER ORDER PAYMENT,REF306708606,,914.68,1283065.0,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,914.68,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006050,SME_004,Nedbank,ACC-42366980,2024-03-07,07 Mar 2024,CUSTOMER ORDER PAYMENT,REF443933202,,924.37,1283989.37,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,924.37,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006051,SME_004,Nedbank,ACC-42366980,07 Mar 2024,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF651790232,,2233.43,1286222.8,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,2233.43,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006052,SME_004,Nedbank,ACC-42366980,2024-03-07,07 Mar 2024,CUSTOMER ORDER PAYMENT,REF188417749,,1877.08,1288099.88,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-07,False,False,1877.08,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006053,SME_004,Nedbank,ACC-42366980,2024-03-07,2024-03-08,CUSTOMER ORDER PAYMENT,REF203032434,,1052.26,1289152.14,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-08,False,False,1052.26,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006054,SME_004,Nedbank,ACC-42366980,07/03/2024,2024-03-10,CUSTOMER ORDER PAYMENT,REF279738803,,2233.69,1291385.83,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-10,False,False,2233.69,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006055,SME_004,Nedbank,ACC-42366980,2024-03-07,09/03/2024,CUSTOMER ORDER PAYMENT,REF930344435,,1200.58,1292586.41,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-09,False,False,1200.58,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006056,SME_004,Nedbank,ACC-42366980,07 Mar 2024,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF677646075,,790.26,1293376.67,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-09,False,False,790.26,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006057,SME_004,Nedbank,ACC-42366980,2024-03-07,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF672525395,,2158.19,1295534.86,ZAR,nedbank_statement_export.csv,2024-03-07,2024-03-09,False,False,2158.19,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006058,SME_004,Nedbank,ACC-42366980,08/03/2024,08/03/2024,CUSTOMER ORDER PAYMENT,REF107871158,,628.34,1296163.2,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,628.34,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006059,SME_004,Nedbank,ACC-42366980,08/03/2024,10/03/2024,CUSTOMER ORDER PAYMENT,REF773164268,,555.51,1296718.71,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-10,False,False,555.51,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006060,SME_004,Nedbank,ACC-42366980,08 Mar 2024,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF170299833,,1602.38,1298321.09,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,1602.38,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006061,SME_004,Nedbank,ACC-42366980,08/03/2024,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF326324885,,2857.6,1301178.69,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,2857.6,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006062,SME_004,Nedbank,ACC-42366980,08 Mar 2024,08/03/2024,CUSTOMER ORDER PAYMENT,REF819766863,,742.0,1301920.69,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,742.0,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006063,SME_004,Nedbank,ACC-42366980,2024-03-08,08 Mar 2024,CUSTOMER ORDER PAYMENT,REF775936026,,1005.04,1302925.73,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,1005.04,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006064,SME_004,Nedbank,ACC-42366980,08/03/2024,09/03/2024,CUSTOMER ORDER PAYMENT,REF930627638,,1561.93,1304487.66,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-09,False,False,1561.93,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006065,SME_004,Nedbank,ACC-42366980,08/03/2024,08/03/2024,CUSTOMER ORDER PAYMENT,REF328895052,,1516.98,1306004.64,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,1516.98,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006066,SME_004,Nedbank,ACC-42366980,2024-03-08,13 Mar 2024,CUSTOMER ORDER PAYMENT,REF835948208,,2537.42,1308542.06,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-13,False,False,2537.42,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006067,SME_004,Nedbank,ACC-42366980,08/03/2024,2024-03-11,CUSTOMER ORDER PAYMENT,REF555491430,,500.66,1309042.72,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-11,False,False,500.66,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006068,SME_004,Nedbank,ACC-42366980,08/03/2024,20/03/2024,CUSTOMER ORDER PAYMENT,REF997288545,,1738.51,1310781.23,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-20,False,False,1738.51,12,True,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006069,SME_004,Nedbank,ACC-42366980,08/03/2024,10/03/2024,CUSTOMER ORDER PAYMENT,REF211590567,,812.57,1311593.8,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-10,False,False,812.57,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006070,SME_004,Nedbank,ACC-42366980,2024-03-08,2024-03-13,CUSTOMER ORDER PAYMENT,REF320739381,,2058.9,,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-13,False,True,2058.9,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006071,SME_004,Nedbank,ACC-42366980,08/03/2024,08/03/2024,CUSTOMER ORDER PAYMENT,REF677409188,,1339.05,,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,True,1339.05,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006072,SME_004,Nedbank,ACC-42366980,08/03/2024,2024-03-08,CUSTOMER ORDER PAYMENT,REF989862107,,569.22,1315560.97,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,569.22,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006073,SME_004,Nedbank,ACC-42366980,08/03/2024,2024-03-08,CUSTOMER ORDER PAYMENT,,,1191.88,1316752.85,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,True,False,1191.88,0,False,CUSTOMER ORDER PAYMENT,False,False,False,2
BT_0006074,SME_004,Nedbank,ACC-42366980,08 Mar 2024,09/03/2024,CUSTOMER ORDER PAYMENT,REF896045379,,368.13,1317120.98,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-09,False,False,368.13,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006075,SME_004,Nedbank,ACC-42366980,08 Mar 2024,10 Mar 2024,CUSTOMER ORDER PAYMENT,,,1688.0,1318808.98,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-10,True,False,1688.0,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006076,SME_004,Nedbank,ACC-42366980,08 Mar 2024,2024-03-08,CUSTOMER ORDER PAYMENT,REF567332988,,495.97,1319304.95,ZAR,nedbank_statement_export.csv,2024-03-08,2024-03-08,False,False,495.97,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006077,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF794239754,,535.53,1319840.48,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,535.53,0,False,CUSTOMER ORDER PAYMENT,False,False,False,2
BT_0006078,SME_004,Nedbank,ACC-42366980,2024-03-09,10 Mar 2024,CUSTOMER ORDER PAYMENT,REF976983301,,1826.41,1321666.89,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-10,False,False,1826.41,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006079,SME_004,Nedbank,ACC-42366980,09/03/2024,09/03/2024,CUSTOMER ORDER PAYMENT,REF177438788,,979.37,1322646.26,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,979.37,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006080,SME_004,Nedbank,ACC-42366980,2024-03-09,11 Mar 2024,CUSTOMER ORDER PAYMENT,REF901967913,,1145.36,1323791.62,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-11,False,False,1145.36,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006081,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF836633647,,1781.12,1325572.74,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,1781.12,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006082,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-12,CUSTOMER ORDER PAYMENT,REF265092727,,1338.74,1326911.48,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-12,False,False,1338.74,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006083,SME_004,Nedbank,ACC-42366980,2024-03-09,12/03/2024,CUSTOMER ORDER PAYMENT,REF125504528,,926.75,1327838.23,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-12,False,False,926.75,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006084,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF593089342,,616.44,1328454.67,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,616.44,0,False,CUSTOMER ORDER PAYMENT,False,False,False,2
BT_0006085,SME_004,Nedbank,ACC-42366980,09 Mar 2024,21 Mar 2024,CUSTOMER ORDER PAYMENT,REF869731458,,2044.9,1330499.57,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-21,False,False,2044.9,12,True,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006086,SME_004,Nedbank,ACC-42366980,09 Mar 2024,14 Mar 2024,CUSTOMER ORDER PAYMENT,REF456176676,,1127.73,1331627.3,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-14,False,False,1127.73,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006087,SME_004,Nedbank,ACC-42366980,2024-03-09,10 Mar 2024,CUSTOMER ORDER PAYMENT,REF140680121,,682.76,1332310.06,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-10,False,False,682.76,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006088,SME_004,Nedbank,ACC-42366980,09 Mar 2024,2024-03-11,CUSTOMER ORDER PAYMENT,REF193974854,,376.23,1332686.29,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-11,False,False,376.23,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006089,SME_004,Nedbank,ACC-42366980,09 Mar 2024,09 Mar 2024,CUSTOMER ORDER PAYMENT,REF178649475,,1141.12,1333827.41,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,1141.12,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006090,SME_004,Nedbank,ACC-42366980,2024-03-09,2024-03-14,CUSTOMER ORDER PAYMENT,REF158269903,,953.24,,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-14,False,True,953.24,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006091,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF291117627,,621.0,1335401.65,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,621.0,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006092,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-12,CUSTOMER ORDER PAYMENT,REF952781636,,1352.99,1336754.64,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-12,False,False,1352.99,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006093,SME_004,Nedbank,ACC-42366980,09/03/2024,09/03/2024,CUSTOMER ORDER PAYMENT,REF370484159,,625.87,1337380.51,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,625.87,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006094,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-11,CUSTOMER ORDER PAYMENT,REF699238353,,2318.58,1339699.09,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-11,False,False,2318.58,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006095,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF175636616,,808.1,1340507.19,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,808.1,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006096,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-09,CUSTOMER ORDER PAYMENT,REF717361056,,371.6,1340878.79,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-09,False,False,371.6,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006097,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-14,CUSTOMER ORDER PAYMENT,REF982207031,,1197.67,1342076.46,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-14,False,False,1197.67,5,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006098,SME_004,Nedbank,ACC-42366980,09 Mar 2024,10/03/2024,CUSTOMER ORDER PAYMENT,REF344432632,,1764.21,1343840.67,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-10,False,False,1764.21,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006099,SME_004,Nedbank,ACC-42366980,09 Mar 2024,11/03/2024,CUSTOMER ORDER PAYMENT,REF377721135,,518.38,1344359.05,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-11,False,False,518.38,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006100,SME_004,Nedbank,ACC-42366980,09/03/2024,2024-03-10,CUSTOMER ORDER PAYMENT,REF537692362,,1531.92,1345890.97,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-10,False,False,1531.92,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006101,SME_004,Nedbank,ACC-42366980,2024-03-09,12 Mar 2024,CUSTOMER ORDER PAYMENT,REF516646839,,1650.79,1347541.76,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-12,False,False,1650.79,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006102,SME_004,Nedbank,ACC-42366980,09/03/2024,11 Mar 2024,CUSTOMER ORDER PAYMENT,REF584392493,,1132.45,1348674.21,ZAR,nedbank_statement_export.csv,2024-03-09,2024-03-11,False,False,1132.45,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006103,SME_004,Nedbank,ACC-42366980,2024-03-10,10 Mar 2024,CUSTOMER ORDER PAYMENT,REF776690635,,1648.56,1350322.77,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,1648.56,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006104,SME_004,Nedbank,ACC-42366980,10 Mar 2024,12/03/2024,CUSTOMER ORDER PAYMENT,REF534272756,,1145.87,1351468.64,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-12,False,False,1145.87,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006105,SME_004,Nedbank,ACC-42366980,10/03/2024,10/03/2024,CUSTOMER ORDER PAYMENT,REF564957091,,536.06,1352004.7,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,536.06,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006106,SME_004,Nedbank,ACC-42366980,2024-03-10,2024-03-12,CUSTOMER ORDER PAYMENT,REF439736473,,755.14,1352759.84,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-12,False,False,755.14,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006107,SME_004,Nedbank,ACC-42366980,2024-03-10,10 Mar 2024,CUSTOMER ORDER PAYMENT,REF118136542,,872.53,1353632.37,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,872.53,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006108,SME_004,Nedbank,ACC-42366980,2024-03-10,11 Mar 2024,CUSTOMER ORDER PAYMENT,REF518224445,,833.67,1354466.04,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-11,False,False,833.67,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006109,SME_004,Nedbank,ACC-42366980,2024-03-10,12 Mar 2024,CUSTOMER ORDER PAYMENT,REF822949013,,598.98,1355065.02,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-12,False,False,598.98,2,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006110,SME_004,Nedbank,ACC-42366980,2024-03-10,2024-03-11,CUSTOMER ORDER PAYMENT,REF227029844,,801.6,1355866.62,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-11,False,False,801.6,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006111,SME_004,Nedbank,ACC-42366980,10 Mar 2024,11/03/2024,CUSTOMER ORDER PAYMENT,REF674274037,,1050.13,1356916.75,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-11,False,False,1050.13,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006112,SME_004,Nedbank,ACC-42366980,10 Mar 2024,13 Mar 2024,CUSTOMER ORDER PAYMENT,REF106333920,,1583.95,1358500.7,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-13,False,False,1583.95,3,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006113,SME_004,Nedbank,ACC-42366980,10 Mar 2024,10 Mar 2024,CUSTOMER ORDER PAYMENT,REF788722430,,1217.55,1359718.25,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,1217.55,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006114,SME_004,Nedbank,ACC-42366980,10/03/2024,11 Mar 2024,CUSTOMER ORDER PAYMENT,REF873400862,,1598.08,1361316.33,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-11,False,False,1598.08,1,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006115,SME_004,Nedbank,ACC-42366980,10/03/2024,2024-03-10,CUSTOMER ORDER PAYMENT,,,713.8,1362030.13,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,True,False,713.8,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006116,SME_004,Nedbank,ACC-42366980,10/03/2024,2024-03-10,CUSTOMER ORDER PAYMENT,REF167900845,,1021.09,1363051.22,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,1021.09,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
BT_0006117,SME_004,Nedbank,ACC-42366980,10/03/2024,10/03/2024,CUSTOMER ORDER PAYMENT,REF911706504,,846.08,1363897.3,ZAR,nedbank_statement_export.csv,2024-03-10,2024-03-10,False,False,846.08,0,False,CUSTOMER ORDER PAYMENT,False,False,False,1
