ProductName,Category,SubCategory,Revenue,NetRevenue,Profit,UnitsSold,ReturnRate,AvgMargin
Product_186,Beauty,A,106787.43,89725.83,28591.09973574753,391,0.09433962264150944,0.312070474841442
Product_81,Home,B,106784.37,89520.9887,32029.232554079605,390,0.03773584905660377,0.3429540209569961
Product_92,Home,B,106774.45,92376.8533,29609.30729707858,395,0.11538461538461539,0.3272696347704827
Product_54,Beauty,B,106772.63,89897.4864,28525.389333051677,388,0.09615384615384616,0.3356248191137753
Product_148,Home,B,106758.88,91232.49369999999,27540.82982362759,393,0.0425531914893617,0.30656837503957063
Product_178,Food,A,106711.36,93496.3825,31121.593481266067,399,0.061224489795918366,0.3178641920903834
Product_190,Home,C,106708.08,90210.8517,29214.591473186607,368,0.09523809523809523,0.30680387431553197
Product_114,Food,D,106706.65,90361.2694,28665.875999512038,406,0.1111111111111111,0.3288823103222874
Product_20,Food,C,106695.23,90565.3854,29994.849933445315,427,0.05357142857142857,0.3186162254231603
Product_193,Food,A,106682.83,89065.5582,27181.58025074878,419,0.1111111111111111,0.3297433074301547
Product_154,Food,C,106670.34,90884.62730000001,31102.143334709104,370,0.038461538461538464,0.34611650914362635
Product_21,Electronics,C,106665.29,93184.5014,33537.914678825604,380,0.05555555555555555,0.33754345355030885
Product_3,Electronics,A,106644.64,89863.8487,32100.337863375225,424,0.10714285714285714,0.3569430673694904
Product_184,Home,A,106637.89,89611.6349,27248.08545018009,374,0.08,0.31351275185657596
Product_106,Food,A,106636.71,90027.6757,26858.092603877645,459,0.07407407407407407,0.29928666845552687
Product_7,Clothing,B,106588.81,89807.7464,30803.213263300586,454,0.10909090909090909,0.32636738247281716
Product_148,Food,A,106580.2,92974.0033,31676.848469969183,408,0.09090909090909091,0.33029233666704827
Product_104,Beauty,C,106540.43,91033.41619999999,32398.72997348529,441,0.14285714285714285,0.3420055544062753
Product_81,Clothing,A,106505.1,89166.41990000001,28492.04581381897,366,0.13043478260869565,0.32155868681572214
Product_115,Beauty,C,106475.44,89817.9565,28146.517071716757,399,0.061224489795918366,0.32571102527192863
Product_35,Home,B,106462.25,92432.3238,30537.193024331904,487,0.15517241379310345,0.32431087375042805
Product_95,Home,D,106451.73,91961.4044,30638.65689065946,410,0.07272727272727272,0.33550561440996596
Product_106,Clothing,C,106402.89,90926.9583,27302.03566533641,400,0.041666666666666664,0.312947142471032
Product_181,Electronics,A,106372.05,88843.25690000001,31722.291153768907,406,0.06896551724137931,0.3464752473997955
Product_154,Clothing,C,106339.51,93301.0233,32816.981565175156,425,0.08771929824561403,0.34636034700317503
Product_5,Home,A,106311.6,91138.5724,30368.833532526496,419,0.1568627450980392,0.3398680288462916
Product_127,Clothing,B,106311.59,89080.1629,30616.694959024317,405,0.09433962264150944,0.33652798155419816
Product_169,Electronics,C,106307.99,88557.4302,29526.542990868023,418,0.1,0.32370511157197984
Product_179,Food,B,106293.85,90417.0585,30360.129587634863,384,0.07017543859649122,0.3445983024085942
Product_132,Food,B,106292,91932.3831,28022.663808827783,457,0.11666666666666667,0.3261794258677956
Product_150,Home,B,106276.77,89074.6929,28640.73046592263,470,0.125,0.3173778883566564
Product_196,Electronics,D,106272.85,89103.6633,27055.16981389039,396,0.10909090909090909,0.3160548544842202
Product_94,Beauty,A,106255.06,90664.94039999999,29906.29484092059,412,0.1111111111111111,0.321473737560778
Product_62,Clothing,C,106242.5,88257.5373,32742.792098661244,417,0.08333333333333333,0.3565639073722958
Product_73,Clothing,B,106235.55,90319.4426,28138.97267672168,383,0.019230769230769232,0.3074433917226548
Product_111,Beauty,B,106221.77,90298.8179,29704.772076186342,406,0.12,0.32977007632371175
Product_143,Electronics,C,106221.02,92892.548,27362.939796527702,387,0.09803921568627451,0.2919413608504305
Product_72,Clothing,C,106208.38,90744.0925,31221.465131253986,404,0.12962962962962962,0.3326369317783997
Product_111,Electronics,B,106196.55,90354.4267,29449.064250463238,393,0.1896551724137931,0.3124039494175402
Product_131,Food,C,106195.19,88438.994,26879.131412335715,409,0.07547169811320754,0.3104531801199877
Product_195,Beauty,D,106154.65,87142.9297,28749.181569396365,370,0.04,0.32035786935005656
Product_167,Clothing,B,106134.6,92301.5105,29736.702540589544,425,0.1016949152542373,0.32541823247322244
Product_81,Beauty,D,106112.74,88043.7983,27895.54092349322,351,0.06976744186046512,0.328178172238465
Product_43,Electronics,D,106109.85,88917.0336,31436.088603588047,393,0.07142857142857142,0.3431202923240574
Product_161,Electronics,B,106099.7,88379.8431,29336.149670861058,395,0.05263157894736842,0.31086362312197813
Product_5,Home,C,106078.95,90605.1355,29274.653036006635,427,0.125,0.3067696176986538
Product_46,Home,B,106070.95999999999,88317.6107,26396.346332809288,421,0.038461538461538464,0.31558669232660685
Product_14,Food,B,106059.31,92837.0424,31966.299195824806,364,0.06382978723404255,0.32849679801232473
Product_58,Clothing,B,106032.53,88685.3412,30090.538512677464,400,0.03508771929824561,0.3391901267067303
Product_71,Clothing,D,106016.81,89399.65060000001,28743.64397784343,401,0.05454545454545454,0.3238587070489744
Product_108,Electronics,A,105974.75,90586.0535,27096.94464092779,411,0.15555555555555556,0.30946031950503605
Product_109,Beauty,B,105937.51,90023.013,28953.218147612362,412,0.07407407407407407,0.31709923034356036
Product_5,Food,B,105930.11,91394.3529,31079.59658676185,453,0.06666666666666667,0.3313455748455485
Product_54,Home,A,105919.88,90793.2443,26547.867553070082,430,0.12280701754385964,0.3024528929750594
Product_187,Home,A,105916.31,89152.3412,28602.698031638283,388,0.07547169811320754,0.322607186224103
Product_183,Electronics,D,105907.15,87536.04669999999,29252.981547188025,347,0.06666666666666667,0.33009694314567883
Product_123,Electronics,C,105894.4,91899.2475,32843.440901392365,458,0.08333333333333333,0.3384454651169173
Product_156,Electronics,A,105888.26,92041.5139,29454.109318447656,374,0.0625,0.3435099407975975
Product_103,Electronics,A,105883.55,89644.7919,29087.376263804395,374,0.10204081632653061,0.3268262384198372
Product_21,Beauty,A,105875.34,92874.8348,30931.344549144735,432,0.09836065573770492,0.32869613987882085
Product_145,Clothing,A,105874.04,93048.5954,30510.741785904283,378,0.0784313725490196,0.3135449450914933
Product_57,Electronics,C,105859.89,89939.3847,24873.78154971892,377,0.06666666666666667,0.29468571448914865
Product_111,Electronics,D,105837.17,94138.7481,29361.445471744424,408,0.14285714285714285,0.31425525826417283
Product_180,Electronics,D,105830.43000000001,90222.761,29554.97669857097,449,0.08928571428571429,0.31123868792167364
Product_18,Beauty,D,105784.75,86478.5632,28016.489808880837,374,0.1,0.33490228026947844
Product_67,Food,C,105743.81,89424.9392,29415.862393377614,424,0.03636363636363636,0.33746030144284356
Product_125,Electronics,D,105719.08,89718.81910000001,29828.025105211997,435,0.05263157894736842,0.34822946873358296
Product_170,Clothing,D,105684.21,88917.9348,29550.019553677397,395,0.11363636363636363,0.3413500189148265
Product_60,Home,D,105680.28,89964.5499,28378.893017992705,424,0.12698412698412698,0.31046437186164344
Product_104,Home,A,105671.1,90400.0818,26030.699060714884,360,0.09302325581395349,0.2888364024675628
Product_130,Electronics,D,105667.41,91066.332,31900.1986271453,418,0.017543859649122806,0.33667185295152685
Product_159,Clothing,A,105635.31,90372.82639999999,29320.053446546197,396,0.020833333333333332,0.33640585078054036
Product_196,Clothing,B,105631.03,89121.20360000001,29592.83637846798,396,0.06,0.3322104273955241
Product_42,Home,A,105629.72,91712.7439,30346.48140554381,405,0.06382978723404255,0.3271360732834685
Product_87,Beauty,B,105622.04,90274.6957,30091.772930537667,414,0.03636363636363636,0.3229583458385713
Product_135,Clothing,B,105597.08,92652.5028,30188.183834009633,360,0.038461538461538464,0.32646184312543497
Product_136,Home,D,105575.12,89532.7129,28438.50100935135,373,0.09259259259259259,0.31928332769845
Product_104,Home,D,105571.06,90845.139,28947.90893953067,389,0.038461538461538464,0.33097100471924357
Product_30,Home,B,105562.29,92754.5349,31863.0283793924,421,0.07547169811320754,0.31883152944283866
Product_78,Beauty,B,105556.71,89564.4573,31519.634060528333,373,0.10416666666666667,0.3590484488229362
Product_78,Food,B,105547.89,89397.7568,31218.064441827475,417,0.09433962264150944,0.34366840732431175
Product_7,Home,C,105523.11,89257.2783,28989.82189793211,394,0.08928571428571429,0.32699976926239377
Product_28,Clothing,A,105514.12,91600.58039999999,30698.256590599114,435,0.11764705882352941,0.3326672924292859
Product_76,Clothing,B,105495.34,90507.15120000001,29313.955003558778,389,0.0784313725490196,0.3283810983166661
Product_7,Beauty,C,105488.87,90182.4682,30547.42128762342,411,0.09615384615384616,0.3376163250910824
Product_178,Beauty,A,105444.13,87081.7203,28873.75163948789,368,0.09615384615384616,0.34114917285264473
Product_72,Home,D,105444,88948.712,31898.5161749692,396,0.037037037037037035,0.3422763922207504
Product_1,Beauty,B,105430.29000000001,90839.3441,29278.967699614637,398,0.12280701754385964,0.32336564421372194
Product_13,Clothing,D,105424.37,88745.7967,31434.913472744156,351,0.08333333333333333,0.3560898288977433
Product_192,Beauty,B,105417.08,88773.8424,30222.183129289508,433,0.11475409836065574,0.3322280654058772
Product_193,Electronics,B,105409.95999999999,87804.8296,28212.381907743373,411,0.14516129032258066,0.3149665994681688
Product_24,Beauty,D,105407.42,90735.3698,29693.230486995777,362,0.10869565217391304,0.310252099281338
Product_199,Electronics,B,105404.48,91695.8801,30632.417857038152,404,0.07272727272727272,0.3248256993603702
Product_140,Clothing,A,105392.58,87359.7174,28656.078425950105,396,0.057692307692307696,0.31358676353985065
Product_147,Electronics,A,105383.69,90714.0291,28518.213993655052,423,0.034482758620689655,0.31560803983698965
Product_140,Home,D,105376.05,90195.8365,29954.093419679633,453,0.017857142857142856,0.3317450688376056
Product_189,Electronics,D,105363.33,88399.4918,28586.03809575604,370,0.11538461538461539,0.32568487024147136
Product_27,Electronics,A,105331.34,88241.5647,30230.214020617845,388,0.09803921568627451,0.3238480234143226
Product_1,Beauty,A,105309.31,87811.3656,27568.603561782846,414,0.06779661016949153,0.315449810339897
Product_92,Clothing,C,105306.33,88737.3509,30734.26134561897,385,0.1,0.34955875321539015
Product_38,Electronics,B,105299.59,90617.6244,29888.859464306883,416,0.09803921568627451,0.3362995528621778
Product_194,Home,D,105291.74,91663.4371,30441.555014234542,367,0.061224489795918366,0.3276286116449728
Product_176,Electronics,B,105268.52,89388.1824,30348.070866818194,391,0.11764705882352941,0.35142966068324166
Product_69,Beauty,A,105268.2,91538.9805,27302.34983888588,438,0.018867924528301886,0.3040932476814146
Product_107,Beauty,B,105263.19,89594.6271,28230.74171269661,359,0.08,0.303392863183951
Product_84,Food,A,105251.43,88981.6299,28703.95933091765,384,0.061224489795918366,0.3269112807131905
Product_102,Home,A,105237.08,87495.22869999999,29426.983372692557,452,0.11290322580645161,0.32084145158513916
Product_132,Beauty,C,105203.25,87790.50050000001,27970.789286235085,379,0.12244897959183673,0.320901104395923
Product_82,Home,D,105201.99,88853.4983,30032.482597897062,443,0.1,0.3345974085850319
Product_17,Food,C,105201.82,87449.5085,27826.614037331743,427,0.18,0.3326622598114866
Product_17,Electronics,A,105193.97,92597.0046,29679.101782213955,445,0.01818181818181818,0.32646955380558956
Product_168,Home,A,105192.46,88705.3921,27915.424414509693,425,0.03125,0.32085463333957914
Product_197,Home,C,105172.53,88887.6463,30325.471983634736,469,0.016129032258064516,0.3236301089911534
Product_94,Clothing,B,105170.39,92533.2966,30785.970425596468,395,0.04081632653061224,0.32532767999620016
Product_52,Home,C,105162.82,89573.5314,29161.01415322882,351,0.08333333333333333,0.3255733110063793
Product_8,Home,C,105123.2,87633.3509,28752.669380523985,463,0.05357142857142857,0.34135090983662514
Product_84,Beauty,D,105110.27,90110.9851,27835.666877548356,359,0.12962962962962962,0.30745265235393143
Product_138,Home,A,105107.75,95054.4837,32489.225977184164,378,0.12,0.33661078204974243
Product_151,Home,B,105101.55,86837.1531,27461.888694572168,370,0.12,0.34152356616100404
Product_127,Food,A,105063.78,88118.3605,27986.784413813388,437,0.05660377358490566,0.32595912048091996
Product_110,Clothing,D,105061.62,88144.1807,26207.317328378023,430,0.0625,0.3171230772615134
Product_59,Electronics,C,105055.66,86892.5383,27724.66369340952,431,0.05660377358490566,0.3399245600067163
Product_109,Home,D,105038.63,89018.0837,29128.479514186223,394,0.1346153846153846,0.3148294259924107
Product_144,Clothing,D,105032.21,91929.0018,29389.05065678797,398,0.07407407407407407,0.31555387677054997
Product_24,Electronics,B,105029.3,87360.33,29318.036502206996,373,0.07692307692307693,0.33085979635188056
Product_29,Food,A,105018.5,89843.2726,30574.1056236062,384,0.08163265306122448,0.32866882071233616
Product_74,Food,C,104963.04,89615.9078,30665.67779116842,350,0.12,0.32992672780949145
Product_142,Electronics,C,104961.61,89992.3815,28106.43592928544,455,0.07692307692307693,0.3325483668520854
Product_34,Electronics,A,104957.53,89422.6077,28862.4024036641,367,0.11764705882352941,0.31881591682106236
Product_121,Home,B,104955.41,88628.6366,28826.12389431821,408,0.06779661016949153,0.3140271481264253
Product_179,Food,D,104934.93000000001,88915.4663,32587.004787716272,419,0.06779661016949153,0.3316069892507225
Product_53,Electronics,B,104932.18000000001,86714.4544,28727.3319210219,394,0.14285714285714285,0.3233405162975156
Product_141,Beauty,D,104915.68,91231.1284,28495.91509049026,406,0.10204081632653061,0.3278422123467259
Product_132,Beauty,B,104914.89,91114.6144,29435.286738319846,412,0.03636363636363636,0.3226440702724534
Product_21,Food,A,104910.94,89740.3243,29128.624976185733,368,0.02040816326530612,0.31526873989046994
Product_184,Clothing,A,104863.16,87757.649,29533.78891662133,418,0.038461538461538464,0.3331047841125025
Product_6,Home,A,104862.75,89249.229,30421.802789769998,419,0.03773584905660377,0.3457226811984098
Product_170,Food,A,104771.08,86700.0369,30853.339229725832,437,0.10909090909090909,0.349513085062784
Product_25,Clothing,A,104766.94,92215.5956,27897.98671299418,439,0.12280701754385964,0.3181407598107202
Product_122,Food,A,104764.99,90893.37299999999,30643.715790828268,415,0.05555555555555555,0.34527775227486707
Product_162,Beauty,C,104748.35,90433.633,28717.55750768719,386,0.08,0.32196693081865785
Product_197,Food,C,104727.64,88037.13,28049.323116634936,475,0.1016949152542373,0.3286405725982705
Product_17,Beauty,A,104711.76,90485.2707,31052.260270898507,412,0.07407407407407407,0.34246465456273834
Product_187,Beauty,A,104704.86,85924.2026,27825.454126171586,435,0.04918032786885246,0.32578491671679566
Product_184,Food,A,104702.81,88904.2035,29623.409978786098,418,0.08928571428571429,0.3263560998539612
Product_120,Electronics,B,104685.22,90102.5364,31593.335983680143,358,0.08888888888888889,0.34748843840296484
Product_2,Food,C,104645.59,87243.4335,29662.605689021657,446,0.06451612903225806,0.3382328500653701
Product_155,Beauty,C,104613.85,88853.6819,31088.59291936278,383,0.06976744186046512,0.34062529971065664
Product_75,Electronics,C,104602.01,89708.3015,30029.292828230275,401,0.0392156862745098,0.33322542657476284
Product_56,Beauty,D,104601.36,91215.7592,27253.20503052755,397,0.08,0.3136428785064217
Product_0,Beauty,D,104592.35,86823.9991,25167.684804630637,382,0.03636363636363636,0.30580788617762744
Product_137,Electronics,C,104573.29,88978.4047,26587.15854561298,444,0.08620689655172414,0.3126292503689435
Product_131,Beauty,D,104555.2,89953.2178,31170.167991661827,364,0.09433962264150944,0.3422734773928064
Product_91,Food,A,104537.17,88725.9799,27779.23623359319,517,0.04838709677419355,0.3108994719688078
Product_194,Home,B,104531.85,86357.272,28303.537926704732,399,0.037037037037037035,0.3308923740784841
Product_193,Electronics,A,104529.04,89555.0788,29179.176617807138,374,0.09615384615384616,0.3308608785662219
Product_109,Clothing,A,104477.05,90061.9345,29073.229399239874,429,0.04918032786885246,0.3249159069417705
Product_76,Clothing,A,104474.7,89155.656,30188.662759476498,393,0.11538461538461539,0.34103083231338366
Product_82,Clothing,D,104463.38,87666.4908,28183.385107828795,394,0.019230769230769232,0.3197929531337518
Product_89,Home,B,104455.91,87130.2565,28165.16288426076,398,0.038461538461538464,0.32696203512464705
Product_14,Beauty,D,104405.93,90534.88339999999,32324.341440134303,401,0.1111111111111111,0.3554906570496397
Product_29,Home,A,104405.74,87729.6641,28759.102298478203,405,0.05660377358490566,0.32892429380870736
Product_145,Electronics,B,104402.78,88397.6547,30324.70826912225,455,0.05357142857142857,0.32184485221910547
Product_194,Beauty,C,104402.03,87396.3902,27928.65748640365,418,0.09615384615384616,0.32541888464708363
Product_55,Home,A,104385.28,87957.6169,30020.773139106837,438,0.05084745762711865,0.3335576865331317
Product_98,Food,D,104368.51,91348.4417,30591.47840592786,421,0.16363636363636364,0.3481054377687962
Product_85,Home,D,104365.85,89302.5953,30188.106640192145,431,0.05172413793103448,0.3343166439997319
Product_40,Home,A,104347.56999999999,85524.3827,29516.109631881478,432,0.07692307692307693,0.3347130843298409
Product_108,Clothing,A,104328.92,90870.1694,31966.10376685674,410,0.09803921568627451,0.35308642335403373
Product_47,Home,A,104327.87,90580.2021,31296.107449601674,437,0.16981132075471697,0.3620631591175999
Product_174,Beauty,C,104298.78,89118.01000000001,28240.7202079069,371,0.0425531914893617,0.3112896744087172
Product_109,Beauty,A,104289.03,89194.617,26573.45135874233,411,0.09615384615384616,0.29866888796179464
Product_100,Home,C,104230.26,91777.2728,28895.075148876203,407,0.07272727272727272,0.3280259230071533
Product_117,Electronics,B,104224.18000000001,88390.0681,28436.808507929843,405,0.07272727272727272,0.31393803601232106
Product_9,Clothing,A,104215.68,90349.5835,30709.922009035832,398,0.058823529411764705,0.33326496670799893
Product_172,Clothing,A,104158.72,87813.08870000001,28010.500138048814,396,0.08,0.32424077385189365
Product_188,Clothing,A,104156.1,92829.1273,29585.102268248895,457,0.18518518518518517,0.32076232847830155
Product_32,Food,B,104132.91,87872.5367,28966.16112584076,382,0.08,0.32925627283889536
Product_172,Home,B,104129.59,89662.0812,28667.398803108714,381,0.1320754716981132,0.32914750782396324
Product_191,Home,B,104115.08,84203.6645,27191.080623766604,415,0.05357142857142857,0.33138071347268655
Product_81,Clothing,B,104106.39,87536.32979999999,27446.940877825567,386,0.16,0.3047981335362613
Product_104,Electronics,D,104104.77,89069.52339999999,30308.49890636164,377,0.05454545454545454,0.33718370422074107
Product_124,Home,B,104103.17,89496.0854,26691.516117139185,449,0.07575757575757576,0.3086116872289641
Product_99,Beauty,C,104084.14,87083.3121,28461.995341239573,423,0.13559322033898305,0.32219467272240104
Product_143,Home,D,104052.86,88834.8504,31192.091932461353,400,0.038461538461538464,0.3411410327080318
Product_22,Beauty,D,104051.39,88806.2161,27481.879321821994,319,0.09090909090909091,0.333963038966993
Product_116,Home,B,104045.09,87588.4834,29016.18275477582,388,0.08,0.3224986463167913
Product_82,Clothing,C,104022.03,90887.7508,29037.118432086994,488,0.04838709677419355,0.3144769678910021
Product_18,Home,C,104021.41,87582.9693,26579.310783408095,417,0.18,0.31243492168524595
Product_185,Home,C,104011.81999999999,89198.2072,30133.859794873315,434,0.1206896551724138,0.33662183784985206
Product_145,Food,D,104005.01,87600.8867,28321.494962948254,509,0.046153846153846156,0.32193974074066867
Product_48,Clothing,A,103999.32,89623.5347,30336.791425245443,389,0.10204081632653061,0.3207907588964677
Product_86,Food,A,103987.24,89448.1385,32175.502850611396,342,0.075,0.33763857153152793
Product_193,Home,B,103953.36,87429.47099999999,29525.53075687157,404,0.038461538461538464,0.32997958525747906
Product_91,Electronics,D,103953.31,87886.5762,28169.847252487678,406,0.05454545454545454,0.3311880201358066
Product_97,Food,B,103933.91,87696.4442,31130.946413349084,394,0.14583333333333334,0.35154460137671695
Product_7,Clothing,D,103927.02,92074.6705,30917.93161882554,409,0.09259259259259259,0.3176606538708841
Product_70,Beauty,B,103905.49,87979.7363,28675.94967371461,357,0.15217391304347827,0.31268132998174586
Product_19,Food,D,103877.9,88357.2548,28776.122911621624,398,0.05084745762711865,0.3425772436866085
Product_2,Electronics,C,103862.92,89896.4458,32348.990094125485,459,0.09090909090909091,0.3552715796499161
Product_159,Electronics,B,103840.97,89531.0493,26882.82572156859,349,0.06666666666666667,0.3136993280064759
Product_40,Beauty,C,103836.5,89703.6259,26850.50993006803,442,0.125,0.3103016051433195
Product_7,Food,D,103830.27,87249.7798,25352.993477068256,402,0.06666666666666667,0.3186974553757955
Product_154,Electronics,B,103823.35,84748.205,29603.278588120887,411,0.0425531914893617,0.3350854450340242
Product_84,Beauty,A,103790.88,87088.1117,26819.795632825742,394,0.057692307692307696,0.3027776387093982
Product_166,Beauty,D,103790.78,87561.7798,27241.46446901438,453,0.018867924528301886,0.325440940946478
Product_129,Home,A,103753.88,89131.1183,29819.97449709787,376,0.07272727272727272,0.33870862257489276
Product_41,Home,A,103742.94,88706.3015,30075.538612865123,367,0.07407407407407407,0.33797283667470046
Product_106,Food,D,103714.16,89363.0094,28882.650105977165,340,0.04,0.3323178618961099
Product_57,Food,A,103689.85,87224.7949,31756.938161997277,388,0.0851063829787234,0.34947347199789586
Product_32,Home,D,103676.39,88598.2292,28476.266138136354,412,0.10909090909090909,0.31847237938289974
Product_77,Electronics,A,103661.27,87724.863,30830.33265930816,382,0.10204081632653061,0.37285969018336795
Product_151,Clothing,C,103652.06,85184.7941,27466.41729522772,462,0.05454545454545454,0.342486340127324
Product_111,Clothing,A,103644.38,86842.1244,28509.432040842832,372,0.03773584905660377,0.3463948708353191
Product_16,Electronics,C,103640.99,90685.9041,27134.046372881538,446,0.08771929824561403,0.32033622471647755
Product_26,Beauty,A,103612.72,86786.3638,27914.80884185304,414,0.03389830508474576,0.32425050164491714
Product_47,Electronics,D,103608.76,88622.74740000001,27850.984055913275,350,0.0851063829787234,0.3172227148050098
Product_83,Electronics,A,103597.68000000001,89321.391,31420.554752385,364,0.02127659574468085,0.3556299243273204
Product_113,Clothing,B,103593.99,88277.515,28852.979055464315,377,0.041666666666666664,0.33101757594296094
Product_120,Home,A,103581,90266.1791,26274.16639644529,361,0.06976744186046512,0.287486670249557
Product_162,Beauty,B,103563.91,87500.1909,28432.882077730006,351,0.1111111111111111,0.33176586041661027
Product_28,Beauty,D,103555.98,89270.6184,29917.683089758182,399,0.12,0.32980274538482485
Product_76,Food,D,103550.32,88207.64229999999,28029.45105340233,432,0.058823529411764705,0.31825081734180544
Product_10,Food,D,103544.55,90166.9917,31757.603819167685,429,0.09615384615384616,0.3189219902225786
Product_150,Electronics,B,103543.74,85795.5803,26458.96184039841,412,0.07017543859649122,0.3215801460642544
Product_98,Beauty,D,103536.53,86132.7104,28917.12908897586,393,0.0196078431372549,0.33915393645540803
Product_80,Clothing,D,103518.98,85972.8683,28647.760729623384,418,0.15517241379310345,0.3312333337383354
Product_25,Electronics,A,103497.12,87299.561,25904.382295799645,387,0.038461538461538464,0.31077416156522475
Product_14,Food,A,103491.17,85729.8486,26226.530379188865,408,0.038461538461538464,0.3056188566603919
Product_192,Home,C,103490.11,88535.1824,27002.92922456248,326,0.06521739130434782,0.330436017441021
Product_191,Electronics,C,103482.34,87246.8407,28678.260810812237,410,0.06779661016949153,0.3250206889239197
Product_198,Clothing,D,103480.12,87439.0635,27643.480412212586,344,0.08163265306122448,0.3243810499457599
Product_89,Clothing,D,103464.02,89995.4914,28055.88389776423,361,0.10638297872340426,0.29260190492339855
Product_194,Home,C,103459.15,85599.3688,29050.36698070595,408,0.03636363636363636,0.3333950251684355
Product_54,Clothing,C,103440.08,88251.1063,28014.43498304432,387,0.09090909090909091,0.309714252907357
Product_5,Clothing,B,103432.5,88218.4183,27781.670212422938,386,0.10204081632653061,0.3370123297474254
Product_26,Electronics,B,103427.61,87556.8597,27169.782060398426,388,0.10344827586206896,0.3179867942897147
Product_153,Beauty,B,103424.84,87744.84300000001,27157.405195824213,377,0.06382978723404255,0.3069755289099178
Product_46,Beauty,C,103403.23,85243.4238,25274.18833589478,372,0.13333333333333333,0.3132683601313776
Product_96,Beauty,D,103397.06,85714.2603,24946.079575666416,394,0.08163265306122448,0.29286543106683555
Product_139,Home,A,103355.16,88692.4016,26785.44722103014,332,0.02040816326530612,0.3109755168057686
Product_192,Home,B,103341.86,88560.6177,30286.471201849872,398,0.05357142857142857,0.33745052315887525
Product_182,Beauty,B,103323.8,87681.51610000001,27347.101453321666,415,0.1509433962264151,0.30400252782307535
Product_51,Home,C,103320.39,86631.7161,28348.745665443177,372,0.1276595744680851,0.3228384571590461
Product_52,Home,B,103311.23,83665.1475,27745.11144894222,421,0.018867924528301886,0.34042296872877176
Product_154,Home,D,103290.91,89060.2062,28245.453796800128,452,0.10344827586206896,0.32652344026576613
Product_62,Beauty,D,103282.95,85322.4465,29435.003652367457,385,0.1,0.35422842937833426
Product_86,Food,B,103268.88,89105.281,28910.731162934735,356,0.08333333333333333,0.3387071211244099
Product_150,Beauty,B,103256.58,88438.2885,27788.23313784521,367,0.2,0.3194396114253385
Product_140,Clothing,C,103247.62,87081.58320000001,31316.925367618875,359,0.057692307692307696,0.34026516930640327
Product_4,Food,D,103243.25,87009.8411,30701.876503214742,418,0.1016949152542373,0.33864690051204704
Product_7,Beauty,D,103240.31,87608.86809999999,24690.639520116896,396,0.07547169811320754,0.29752020945326657
Product_18,Clothing,D,103234.4,88629.2557,31202.18374399814,389,0.1276595744680851,0.3384758751243233
Product_13,Beauty,B,103232.66,90340.8208,27801.766235061372,443,0.11864406779661017,0.318171257281927
Product_87,Home,D,103211.91,84532.6822,26185.972911153684,432,0.04838709677419355,0.31059836794848417
Product_123,Electronics,D,103198.59,87274.3229,28577.213642790193,432,0.08196721311475409,0.3142302558766909
Product_43,Clothing,C,103194.85,89421.0079,27409.552171482617,428,0.05263157894736842,0.3289112312048748
Product_199,Food,D,103192.6,89078.16100000001,30700.778142703406,385,0.02,0.3229770108131798
Product_170,Clothing,A,103180.68000000001,87912.2875,25933.048134924997,402,0.08620689655172414,0.3089072540114088
Product_117,Beauty,A,103170.46,86945.2392,26800.848482626723,412,0.037037037037037035,0.3110024487496762
Product_183,Clothing,A,103157.03,86401.5196,29676.7250204672,421,0,0.33607037392219996
Product_134,Clothing,A,103139.28,88849.6559,28793.7957417345,397,0.16981132075471697,0.3128944675323296
Product_70,Beauty,D,103121.79000000001,86673.13,27633.24460700727,392,0.09615384615384616,0.3252380701425563
Product_49,Beauty,C,103102.04,87203.1355,27697.400052815487,384,0.10416666666666667,0.3249465514391284
Product_51,Food,A,103101.93000000001,88943.5587,28527.29600202575,428,0.0784313725490196,0.32979362240795895
Product_28,Clothing,D,103089.83,88024.0308,29314.068773009025,480,0.11475409836065574,0.34650889570190646
Product_192,Food,A,103087.68,90776.0431,29984.033018001166,367,0.06382978723404255,0.33981848446165125
Product_34,Food,D,103066.52,88351.0419,28219.937693836673,406,0.07272727272727272,0.31192329414271497
Product_159,Electronics,D,103066.07,87075.3269,29410.284806269225,403,0.18,0.328964116732073
Product_164,Beauty,B,103050.09,86195.9486,28281.01123514194,409,0.0392156862745098,0.319608305080413
Product_152,Clothing,B,103030.45,86338.5657,26556.977233570346,400,0.06557377049180328,0.30797955116125025
Product_116,Home,C,103009.01,88597.2416,28184.8146180179,429,0.12280701754385964,0.3183609983038317
Product_4,Electronics,A,102995.94,89669.57830000001,27903.042960697305,368,0.044444444444444446,0.2976613108550018
Product_127,Beauty,D,102984.22,90634.302,32260.550492099323,362,0.1509433962264151,0.34794071458267906
Product_35,Clothing,C,102972.87,87643.8556,28454.900554496282,427,0.09433962264150944,0.30867683010932284
Product_32,Beauty,C,102965.41,85167.8516,26263.263430361778,374,0.04081632653061224,0.3271751718193777
Product_5,Clothing,C,102950.26,86902.4142,29019.947550760622,401,0.10638297872340426,0.31792651957197277
Product_138,Beauty,D,102944.73,88999.2914,29528.229393481208,409,0.058823529411764705,0.3350107397416985
Product_144,Clothing,C,102943.26,85536.8433,27662.743623980296,417,0.0784313725490196,0.3254741496875198
Product_134,Home,C,102929.16,85864.1961,25438.175120429263,382,0.06521739130434782,0.31194073030099595
