business_id,transaction_date,fe_transaction_count,transaction_amount_sum,transaction_amount_squared_sum,transaction_balance_sum,fe_transaction_balance_min,fe_transaction_amount_total,fe_transaction_amount_mean,fe_transaction_amount_std,fe_transaction_balance_mean,fe_unpaid_transaction_count,fe_bounced_transaction_count,fe_reversed_transaction_count,fe_paid_transaction_count,fe_transaction_type_bank fee_count,fe_transaction_type_card purchase_count,fe_transaction_type_cash deposit_count,fe_transaction_type_credit - sales/eft in_count,fe_transaction_type_debit order_count,fe_transaction_type_eft payment_count,fe_transaction_type_interest charge_count,fe_transaction_type_loan repayment_count,fe_unpaid_transaction_rate,fe_bounced_transaction_rate,fe_reversed_transaction_rate
SME100110,2023-05-10,62,71297.85,107482386.9967,1026063.52,7057.01,71297.85,1149.9653225806453,646.4573309127818,16549.411612903226,8,5,1,48,5,7,4,22,9,10,2,3,0.12903225806451613,0.08064516129032258,0.016129032258064516
SME100110,2023-05-10,63,72235.13,108360880.7951,1045472.17,7057.01,72235.13,1146.589365079365,641.7824090108106,16594.79634920635,8,5,1,49,5,7,4,22,10,10,2,3,0.12698412698412698,0.07936507936507936,0.015873015873015872
SME100110,2023-05-10,64,75069.6,116395100.976,1067715.29,7057.01,75069.6,1172.9625,670.7171628012736,16683.05140625,8,5,1,50,5,7,4,23,10,10,2,3,0.125,0.078125,0.015625
SME100110,2023-05-10,65,76652.35,118900198.5385,1091541.16,7057.01,76652.35,1179.2669230769231,667.3948607199371,16792.940923076923,8,5,1,51,5,7,4,24,10,10,2,3,0.12307692307692308,0.07692307692307693,0.015384615384615385
SME100308,2023-05-10,33,225830.78,1622106030.704,4042666.93,74124.34,225830.78,6843.35696969697,1547.8350648859614,122505.05848484849,2,0,0,31,2,0,1,18,5,5,1,1,0.06060606060606061,0.0,0.0
SME100308,2023-05-10,34,231059.69,1649447530.4921,4196908.41,74124.34,231059.69,6795.873235294118,1549.1460743157827,123438.48264705883,2,0,0,32,2,0,1,18,6,5,1,1,0.058823529411764705,0.0,0.0
SME100308,2023-05-10,35,236059.38999999998,1674444530.5821,4346150.19,74124.34,236059.38999999998,6744.553999999999,1556.1002115019687,124175.71971428573,2,0,0,33,2,0,1,18,7,5,1,1,0.05714285714285714,0.0,0.0
SME100924,2023-05-10,96,687882.79,5853563540.434299,13554765.51,76348.3,687882.79,7165.445729166667,3119.677346105806,141195.4740625,5,4,6,81,3,10,6,32,13,21,4,7,0.052083333333333336,0.041666666666666664,0.0625
SME100924,2023-05-10,97,692676.63,5876544442.3799,13752872.07,76348.3,692676.63,7140.996185567011,3112.7146340294225,141782.1862886598,5,4,6,82,3,10,6,32,13,22,4,7,0.05154639175257732,0.041237113402061855,0.061855670103092786
SME100924,2023-05-10,98,697515.1,5899955234.3208,13946140.16,76348.3,697515.1,7117.501020408163,3105.3508829758607,142307.55265306123,5,4,6,83,3,10,6,32,14,22,4,7,0.05102040816326531,0.04081632653061224,0.061224489795918366
SME101238,2023-05-10,11,29827.16,98213530.6312,405465.05,27946.57,29827.16,2711.56,1316.6395353930402,36860.45909090909,0,1,1,9,0,0,0,6,1,3,0,1,0.0,0.09090909090909091,0.09090909090909091
SME101848,2023-05-10,103,2200842.7,60317972295.3638,78196898.72,497533.28,2200842.7,21367.404854368935,11415.364303996372,759193.1914563107,5,1,4,93,7,17,2,33,20,16,3,5,0.04854368932038835,0.009708737864077669,0.038834951456310676
SME101848,2023-05-10,104,2213567.87,60479902246.8927,79229583.75,497533.28,2213567.87,21284.306442307694,11391.380394444554,761822.9206730769,5,1,4,94,7,18,2,33,20,16,3,5,0.04807692307692308,0.009615384615384616,0.038461538461538464
SME101848,2023-05-10,105,2227292.61,60668270734.960304,80248544.04,497533.28,2227292.61,21212.31057142857,11360.461189765112,764271.8480000001,5,1,4,95,7,19,2,33,20,16,3,5,0.047619047619047616,0.009523809523809525,0.0380952380952381
SME102041,2023-05-10,93,555898.6799999999,3713279419.711,9676064.02,53430.82,555898.6799999999,5977.405161290322,2060.096506615869,104043.69913978493,4,1,7,81,4,16,3,27,15,16,6,6,0.043010752688172046,0.010752688172043012,0.07526881720430108
SME102041,2023-05-10,94,561104.03,3740375088.3335,9774225.82,53430.82,561104.03,5969.191808510639,2050.53758682987,103981.12574468086,4,1,7,82,4,16,3,27,15,16,7,6,0.0425531914893617,0.010638297872340425,0.07446808510638298
SME102041,2023-05-10,95,565517.34,3759852393.4896,9867974.31,53430.82,565517.34,5952.814105263157,2045.838524353975,103873.41378947369,4,1,7,83,5,16,3,27,15,16,7,6,0.042105263157894736,0.010526315789473684,0.07368421052631578
SME103643,2023-05-10,55,1703744.44,59021881227.5024,12902175.8,69546.98,1703744.44,30977.171636363637,10753.722254041944,234585.01454545456,1,2,3,49,1,15,1,21,9,2,1,5,0.01818181818181818,0.03636363636363636,0.05454545454545454
SME103661,2023-05-10,49,219432.7,1112426677.466,2693867.07,31898.33,219432.7,4478.218367346939,1644.1761483685211,54976.878979591835,1,1,4,43,2,9,3,12,10,12,1,0,0.02040816326530612,0.02040816326530612,0.08163265306122448
SME103764,2023-05-10,58,192464.88,756537546.1068,3027624.83,30535.18,192464.88,3318.36,1438.0163415000025,52200.42810344828,3,1,3,51,6,9,3,18,9,11,1,1,0.05172413793103448,0.017241379310344827,0.05172413793103448
SME103764,2023-05-10,59,194613.7,761154973.4992,3069328.5,30535.18,194613.7,3298.5372881355934,1433.674007499168,52022.516949152545,3,1,3,52,6,9,3,18,9,11,1,2,0.05084745762711865,0.01694915254237288,0.05084745762711865
SME103764,2023-05-10,60,200759.54,798926322.8048,3117178.0100000002,30535.18,200759.54,3345.9923333333336,1468.2310417253777,51952.96683333334,3,1,3,53,6,9,3,19,9,11,1,2,0.05,0.016666666666666666,0.05
SME103764,2023-05-10,61,204843.23,815602846.8209,3169111.21,30535.18,204843.23,3358.0857377049183,1459.0048988522494,51952.64278688525,3,1,3,54,6,9,3,20,9,11,1,2,0.04918032786885246,0.01639344262295082,0.04918032786885246
SME105401,2023-05-10,8,10889.54,17664083.638800003,78571.4,8234.86,10889.54,1361.1925,637.1054479160304,9821.425,2,0,0,6,2,1,1,2,0,0,2,0,0.25,0.0,0.0
SME105722,2023-05-10,30,356857.04,4464681883.2454,4726317.04,111572.25,356857.04,11895.234666666665,2752.9523336764746,157543.90133333334,1,1,0,28,5,4,1,15,4,1,0,0,0.03333333333333333,0.03333333333333333,0.0
SME105994,2023-05-10,42,750437.53,13978654056.2919,2813114.75,-11604.69,750437.53,17867.56023809524,3729.14128639425,66978.92261904762,1,0,3,38,3,10,2,12,5,8,1,1,0.023809523809523808,0.0,0.07142857142857142
SME105994,2023-05-10,43,766032.6900000001,14221863071.7175,2834332.02,-11604.69,766032.6900000001,17814.713720930235,3700.7399469031625,65914.69813953488,1,0,3,39,3,10,2,12,5,9,1,1,0.023255813953488372,0.0,0.06976744186046512
SME105994,2023-05-10,44,781482.57,14460561863.7319,2840099.41,-11604.69,781482.57,17760.9675,3674.789461285822,64547.71386363637,1,0,3,40,3,10,2,12,6,9,1,1,0.022727272727272728,0.0,0.06818181818181818
SME106381,2023-05-10,6,10147.630000000001,20498256.6035,19289.850000000002,1358.63,10147.630000000001,1691.2716666666668,816.8056685262817,3214.9750000000004,1,0,0,5,0,0,1,3,0,1,1,0,0.16666666666666666,0.0,0.0
SME106381,2023-05-10,7,11093.160000000002,21392283.584400002,23371.54,1358.63,11093.160000000002,1584.737142857143,797.1345453918946,3338.7914285714287,1,0,0,6,0,0,1,3,1,1,1,0,0.14285714285714285,0.0,0.0
SME107001,2023-05-10,41,452592.01,5145278473.3389,3573127.03,50022.74,452592.01,11038.829512195121,1931.271837204627,87149.43975609756,2,2,1,36,2,5,1,14,5,8,2,4,0.04878048780487805,0.04878048780487805,0.024390243902439025
SME108319,2023-05-10,19,121834.06999999999,1065283356.2422999,-240367.6,-23956.3,121834.06999999999,6412.31947368421,3972.435417439469,-12650.926315789475,2,1,2,14,1,3,1,4,4,5,0,1,0.10526315789473684,0.05263157894736842,0.10526315789473684
SME108571,2023-05-10,15,28533.760000000002,66301271.057000004,461087.36,26030.55,28533.760000000002,1902.2506666666668,926.7033380481176,30739.157333333333,1,0,2,12,1,2,1,6,3,2,0,0,0.06666666666666667,0.0,0.13333333333333333
SME108571,2023-05-10,16,29580.15,67396203.0891,496016.61,26030.55,29580.15,1848.759375,920.4934713762233,31001.038125,1,0,2,13,1,2,1,6,3,3,0,0,0.0625,0.0,0.125
SME109130,2023-05-10,49,292080.5,1772448919.6624,778298.85,-12075.13,292080.5,5960.826530612245,808.9052039113102,15883.65,1,0,3,45,2,4,5,15,6,13,1,3,0.02040816326530612,0.0,0.061224489795918366
SME110516,2023-05-10,12,29662.75,91335546.7289,268527.39,18651.61,29662.75,2471.8958333333335,1279.6419456129008,22377.2825,1,0,2,9,0,1,1,3,2,3,0,2,0.08333333333333333,0.0,0.16666666666666666
SME110516,2023-05-10,13,34801.54,117742709.393,292317.79,18651.61,34801.54,2677.0415384615385,1431.1283779640814,22485.983846153846,1,0,2,10,0,1,1,4,2,3,0,2,0.07692307692307693,0.0,0.15384615384615385
SME111124,2023-05-10,21,429188.45,9845393079.4253,6386553.62,263972.42,429188.45,20437.545238095237,7327.464489447643,304121.600952381,0,1,1,19,3,4,4,4,4,2,0,0,0.0,0.047619047619047616,0.047619047619047616
SME100110,2023-05-11,66,77496.46,119612720.2306,1114522.92,7057.01,77496.46,1174.188787878788,663.5249203864859,16886.710909090907,8,5,1,52,5,8,4,24,10,10,2,3,0.12121212121212122,0.07575757575757576,0.015151515151515152
SME100110,2023-05-11,67,79769.23,124778203.7035,1137504.68,7057.01,79769.23,1190.5855223880596,672.0176915674522,16977.681791044775,8,6,1,52,5,8,4,25,10,10,2,3,0.11940298507462686,0.08955223880597014,0.014925373134328358
SME100110,2023-05-11,68,80703.05,125650223.49589999,1159552.6199999999,7057.01,80703.05,1186.8095588235294,667.7101919568742,17052.244411764703,8,6,1,53,5,8,4,25,10,11,2,3,0.11764705882352941,0.08823529411764706,0.014705882352941176
SME100110,2023-05-11,69,80848.06999999999,125671254.2963,1181455.54,7057.01,80848.06999999999,1171.7111594202897,674.5441648178514,17122.544057971016,8,6,1,54,6,8,4,25,10,11,2,3,0.11594202898550725,0.08695652173913043,0.014492753623188406
SME100251,2023-05-11,4,14622.1,57070303.0668,105020.1,25316.95,14622.1,3655.525,1098.309453099019,26255.025,0,0,2,2,0,0,1,2,1,0,0,0,0.0,0.0,0.5
SME100680,2023-05-11,32,265697.14,2843189905.9566,4237621.43,98424.8,265697.14,8303.035625,4533.378314009881,132425.6696875,0,2,2,28,1,3,0,12,6,5,2,3,0.0,0.0625,0.0625
SME100924,2023-05-11,99,707428.09,5998222605.0609,14149321.24,76348.3,707428.09,7145.7382828282825,3102.2155019286147,142922.43676767676,5,4,6,84,3,10,6,33,14,22,4,7,0.050505050505050504,0.04040404040404041,0.06060606060606061
SME100924,2023-05-11,100,712008.96,6019206975.0178,14347921.45,76348.3,712008.96,7120.089599999999,3097.1465913372854,143479.2145,5,4,6,85,3,11,6,33,14,22,4,7,0.05,0.04,0.06
SME101238,2023-05-11,12,31830.45,102226701.4553,451674.76,27946.57,31830.45,2652.5375,1271.9076291655556,37639.56333333333,0,1,2,9,0,1,0,6,1,3,0,1,0.0,0.08333333333333333,0.16666666666666666
SME101238,2023-05-11,13,36108.15,120525418.7453,502162.17,27946.57,36108.15,2777.55,1298.4999907842375,38627.85923076923,0,1,2,10,0,1,0,7,1,3,0,1,0.0,0.07692307692307693,0.15384615384615385
SME101386,2023-05-11,15,156723.11000000002,1924624121.2789001,2412195.07,96352.41,156723.11000000002,10448.207333333334,4528.864364701574,160813.00466666665,1,0,0,14,1,0,2,8,1,3,0,0,0.06666666666666667,0.0,0.0
SME101386,2023-05-11,16,170545.14,2115672634.5998,2644445.46,96352.41,170545.14,10659.07125,4455.856341180483,165277.84125,1,0,0,15,1,0,2,9,1,3,0,0,0.0625,0.0,0.0
SME101848,2023-05-11,106,2240803.17,60850805966.4739,81253993.77,497533.28,2240803.17,21139.65254716981,11330.954453168672,766547.1110377358,5,1,4,96,7,19,2,33,21,16,3,5,0.04716981132075472,0.009433962264150943,0.03773584905660377
SME101848,2023-05-11,107,2253102.31,61002074811.2135,82247144.36,497533.28,2253102.31,21057.03093457944,11309.717716132236,768664.9005607477,5,1,4,97,7,20,2,33,21,16,3,5,0.04672897196261682,0.009345794392523364,0.037383177570093455
SME102041,2023-05-11,96,570225.25,3782016810.0577,9957014.89,53430.82,570225.25,5939.846354166667,2039.005014813854,103718.90510416667,4,1,7,84,5,17,3,27,15,16,7,6,0.041666666666666664,0.010416666666666666,0.07291666666666667
SME102529,2023-05-11,47,239881.3,1297309816.9252,2487046.83,42414.27,239881.3,5103.857446808511,1259.6571097455333,52915.89,1,0,1,45,3,7,4,14,6,8,3,2,0.02127659574468085,0.0,0.02127659574468085
SME103643,2023-05-11,56,1726557.5,59542316934.066,13184766.27,69546.98,1726557.5,30831.383928571428,10711.21737993445,235442.25482142856,1,2,3,50,1,15,1,21,9,2,2,5,0.017857142857142856,0.03571428571428571,0.05357142857142857
SME103764,2023-05-11,62,209222.61,834781816.0053,3225423.79,30535.18,209222.61,3374.5582258064514,1452.7979585201817,52022.96435483871,3,1,3,55,6,9,3,21,9,11,1,2,0.04838709677419355,0.016129032258064516,0.04838709677419355
SME104142,2023-05-11,8,37845.44,193979264.7054,-2014.5500000000006,-5533.4,37845.44,4730.68,1461.1442974698182,-251.81875000000008,0,0,1,7,0,1,0,1,1,4,1,0,0.0,0.0,0.125
SME104142,2023-05-11,9,45686.0,255453645.819,-7547.950000000001,-5533.4,45686.0,5076.222222222223,1715.4211354123643,-838.6611111111112,1,0,1,7,0,1,0,2,1,4,1,0,0.1111111111111111,0.0,0.1111111111111111
SME104142,2023-05-11,10,53912.770000000004,323133390.4519,-4854.580000000001,-5533.4,53912.770000000004,5391.277,1899.5529750329847,-485.4580000000001,1,0,1,8,0,1,0,3,1,4,1,0,0.1,0.0,0.1
SME105271,2023-05-11,54,84196.64,144260185.5956,-301284.8,-22052.78,84196.64,1559.197037037037,494.8991507544445,-5579.348148148148,1,3,5,45,3,13,4,13,12,5,4,0,0.018518518518518517,0.05555555555555555,0.09259259259259259
SME105271,2023-05-11,55,86548.61,149791948.4765,-321265.08,-22052.78,86548.61,1573.611090909091,501.8133022633193,-5841.183272727273,1,3,5,46,3,14,4,13,12,5,4,0,0.01818181818181818,0.05454545454545454,0.09090909090909091
SME105271,2023-05-11,56,87048.77,150042108.5021,-341745.52,-22052.78,87048.77,1554.4423214285714,517.5083027142163,-6102.598571428572,1,3,5,47,3,15,4,13,12,5,4,0,0.017857142857142856,0.05357142857142857,0.08928571428571429
SME105271,2023-05-11,57,88938.87,153614586.5121,-360335.86,-22052.78,88938.87,1560.3310526315788,514.7902808970031,-6321.681754385964,1,3,5,48,3,15,4,14,12,5,4,0,0.017543859649122806,0.05263157894736842,0.08771929824561403
SME105401,2023-05-11,9,11795.5,18484847.160400003,87120.77,8234.86,11795.5,1310.611111111111,614.9729464871698,9680.085555555555,2,0,0,7,2,1,1,2,1,0,2,0,0.2222222222222222,0.0,0.0
SME105401,2023-05-11,10,13020.66,19985864.186000004,95670.14,8234.86,13020.66,1302.066,580.4314010994088,9567.014,3,0,0,7,2,1,1,2,1,0,3,0,0.3,0.0,0.0
SME105722,2023-05-11,31,365426.97,4538125583.4503,4931796.69,111572.25,365426.97,11787.966774193548,2771.7900515495894,159090.21580645163,1,1,0,29,5,4,1,15,5,1,0,0,0.03225806451612903,0.03225806451612903,0.0
SME106381,2023-05-11,8,12830.91,24412058.646900002,29190.980000000003,1358.63,12830.91,1603.86375,739.983322050234,3648.8725000000004,1,0,0,7,0,0,1,4,1,1,1,0,0.125,0.0,0.0
SME106381,2023-05-11,9,13700.300000000001,25167897.619000003,34141.03,1358.63,13700.300000000001,1522.2555555555557,734.2121484303958,3793.4477777777774,1,0,0,8,0,0,1,4,1,2,1,0,0.1111111111111111,0.0,0.0
SME106381,2023-05-11,10,14947.960000000001,26724553.094600003,37843.42,1358.63,14947.960000000001,1494.796,697.647019825292,3784.3419999999996,1,0,0,9,0,1,1,4,1,2,1,0,0.1,0.0,0.0
SME109130,2023-05-11,50,298321.36,1811397253.202,778410.77,-12075.13,298321.36,5966.4272,801.5874117739435,15568.215400000001,1,0,3,46,2,4,5,15,7,13,1,3,0.02,0.0,0.06
SME111124,2023-05-11,22,444583.3,10082394485.9478,6652096.21,263972.42,444583.3,20208.331818181818,7231.240553273747,302368.0095454545,0,1,1,20,3,4,4,4,4,2,1,0,0.0,0.045454545454545456,0.045454545454545456
SME111124,2023-05-11,23,459387.8,10301567706.1978,6902834.3,250738.09,459387.8,19973.38260869565,7154.272121768299,300123.2304347826,0,1,1,21,3,4,4,4,5,2,1,0,0.0,0.043478260869565216,0.043478260869565216
SME100110,2023-05-12,70,83143.11,130938462.8979,1205653.5,7057.01,83143.11,1187.7587142857144,682.9657137253743,17223.621428571427,8,6,1,55,6,8,5,25,10,11,2,3,0.11428571428571428,0.08571428571428572,0.014285714285714285
SME100110,2023-05-12,71,83349.87,130981212.59549999,1230058.22,7057.01,83349.87,1173.9418309859154,687.9920430941664,17324.763661971832,8,6,1,56,6,8,5,26,10,11,2,3,0.11267605633802817,0.08450704225352113,0.014084507042253521
SME100110,2023-05-12,72,84272.67,131832772.4355,1253540.14,7057.01,84272.67,1170.45375,683.770715745484,17410.27972222222,8,6,1,57,7,8,5,26,10,11,2,3,0.1111111111111111,0.08333333333333333,0.013888888888888888
SME100251,2023-05-12,5,16363.22,60101801.9212,132348.23,25316.95,16363.22,3272.644,1279.727331067052,26469.646,0,0,2,3,0,0,1,2,1,1,0,0,0.0,0.0,0.4
SME100680,2023-05-12,33,279330.47,3029057592.8455,4409128.63,98424.8,279330.47,8464.559696969696,4557.439502985399,133609.9584848485,0,2,2,29,1,3,1,12,6,5,2,3,0.0,0.06060606060606061,0.06060606060606061
SME100680,2023-05-12,34,293085.38,3218255141.9536,4594390.74,98424.8,293085.38,8620.158235294119,4578.64870201167,135129.1394117647,0,2,2,30,1,3,1,13,6,5,2,3,0.0,0.058823529411764705,0.058823529411764705
SME100924,2023-05-12,101,716618.38,6040453727.7542,14546521.66,76348.3,716618.38,7095.231485148515,3091.731610509032,144024.96693069307,5,5,6,85,3,11,6,33,15,22,4,7,0.04950495049504951,0.04950495049504951,0.0594059405940594
SME100924,2023-05-12,102,726406.67,6136264348.8783,14754910.16,76348.3,726406.67,7121.634019607844,3087.9226503295586,144655.98196078432,5,5,6,86,3,11,6,34,15,22,4,7,0.049019607843137254,0.049019607843137254,0.058823529411764705
SME101238,2023-05-12,14,39310.21,130778606.9889,555851.64,27946.57,39310.21,2807.872142857143,1252.7067125608673,39703.688571428575,0,1,2,11,0,1,1,7,1,3,0,1,0.0,0.07142857142857142,0.14285714285714285
SME101238,2023-05-12,15,41827.22,137113946.329,612058.12,27946.57,41827.22,2788.4813333333336,1209.4722619441839,40803.87466666666,0,1,2,12,0,1,1,8,1,3,0,1,0.0,0.06666666666666667,0.13333333333333333
SME101848,2023-05-12,108,2291042.47,62441530552.0391,83278235.11,497533.28,2291042.47,21213.356203703705,11373.37050385267,771094.769537037,5,1,4,98,7,20,2,34,21,16,3,5,0.046296296296296294,0.009259259259259259,0.037037037037037035
SME101848,2023-05-12,109,2304093.06,62611848451.3872,84296275.27,497533.28,2304093.06,21138.468440366974,11347.560522187558,773360.3235779816,5,1,4,99,7,21,2,34,21,16,3,5,0.045871559633027525,0.009174311926605505,0.03669724770642202
SME102041,2023-05-12,97,576918.23,3826812791.3381,10052748.45,53430.82,576918.23,5947.6106185567005,2029.7983288349815,103636.58195876288,4,1,7,85,5,17,4,27,15,16,7,6,0.041237113402061855,0.010309278350515464,0.07216494845360824
SME102529,2023-05-12,48,247164.88999999998,1350360500.2133,2537436.17,42414.27,247164.88999999998,5149.268541666666,1285.2858572002997,52863.253541666665,1,0,1,46,3,7,4,15,6,8,3,2,0.020833333333333332,0.0,0.020833333333333332
SME102529,2023-05-12,49,251064.56,1365567926.3222,2583925.84,42414.27,251064.56,5123.766530612244,1284.2940406058233,52733.180408163265,1,0,1,47,3,7,4,15,7,8,3,2,0.02040816326530612,0.0,0.02040816326530612
SME103661,2023-05-12,50,222492.07,1121786422.2628999,2741207.93,31898.33,222492.07,4449.8414,1639.6365824642785,54824.1586,1,1,4,44,2,9,3,12,11,12,1,0,0.02,0.02,0.08
SME103764,2023-05-12,63,214958.01,867676629.1653,3287471.77,30535.18,214958.01,3412.031904761905,1471.4105634213468,52182.09158730159,3,1,3,56,6,9,3,22,9,11,1,2,0.047619047619047616,0.015873015873015872,0.047619047619047616
SME103764,2023-05-12,64,217766.0,875561437.0054001,3349519.75,30535.18,217766.0,3402.59375,1461.6375163673042,52336.24609375,3,1,4,56,6,9,3,22,10,11,1,2,0.046875,0.015625,0.0625
SME103764,2023-05-12,65,221948.28,893052903.0038,3415750.0100000002,30535.18,221948.28,3414.588923076923,1453.3945428495183,52550.00015384616,3,1,4,57,6,9,3,23,10,11,1,2,0.046153846153846156,0.015384615384615385,0.06153846153846154
SME104142,2023-05-12,11,61527.9,381123595.36880004,5453.919999999999,-5533.4,61527.9,5593.445454545455,1922.775150298982,495.81090909090904,1,0,1,9,0,1,0,4,1,4,1,0,0.09090909090909091,0.0,0.09090909090909091
SME104142,2023-05-12,12,68757.95,433397218.37130004,22992.469999999998,-5533.4,68757.95,5729.829166666666,1893.191413774677,1916.0391666666665,1,0,1,10,0,1,0,5,1,4,1,0,0.08333333333333333,0.0,0.08333333333333333
SME104820,2023-05-12,11,47234.159999999996,223031205.0082,901059.24,61960.83,47234.159999999996,4294.014545454545,1421.5145066397579,81914.47636363636,1,0,0,10,1,1,0,7,0,2,0,0,0.09090909090909091,0.0,0.0
SME104820,2023-05-12,12,49962.21,230473461.81069997,991525.7,61960.83,49962.21,4163.5175,1428.7606242991606,82627.14166666666,1,0,0,11,1,1,0,7,1,2,0,0,0.08333333333333333,0.0,0.0
SME104820,2023-05-12,13,54142.47,247948035.47829998,1086172.42,61960.83,54142.47,4164.805384615384,1367.942033552685,83551.7246153846,1,0,0,12,1,1,0,8,1,2,0,0,0.07692307692307693,0.0,0.0
SME105271,2023-05-12,58,90966.38,157725383.3122,-380953.70999999996,-22052.78,90966.38,1568.3858620689657,513.9287785424707,-6568.167413793103,1,3,5,49,3,15,4,14,13,5,4,0,0.017241379310344827,0.05172413793103448,0.08620689655172414
SME105271,2023-05-12,59,92072.75,158949437.8891,-402677.93,-22052.78,92072.75,1560.5550847457628,513.017437864455,-6825.049661016949,1,3,5,50,3,15,4,14,13,6,4,0,0.01694915254237288,0.05084745762711865,0.0847457627118644
SME105271,2023-05-12,60,92727.28,159377847.41,-425056.68,-22378.75,92727.28,1545.4546666666668,521.9266752626601,-7084.278,1,3,5,51,4,15,4,14,13,6,4,0,0.016666666666666666,0.05,0.08333333333333333
SME105608,2023-05-12,10,38059.62,162117698.63099998,514691.86,42294.63,38059.62,3805.9620000000004,1385.0082701943197,51469.186,0,0,0,10,2,1,1,4,0,2,0,0,0.0,0.0,0.0
SME105994,2023-05-12,45,804864.65,15007283528.8583,2869248.88,-11604.69,804864.65,17885.88111111111,3728.1792059146806,63761.08622222222,1,0,3,41,3,10,2,13,6,9,1,1,0.022222222222222223,0.0,0.06666666666666667
SME105994,2023-05-12,46,827203.56,15506310428.8464,2920737.26,-11604.69,827203.56,17982.686086956524,3744.5322489479177,63494.28826086956,1,0,3,42,3,10,2,14,6,9,1,1,0.021739130434782608,0.0,0.06521739130434782
SME106286,2023-05-12,4,12149.94,39257906.36840001,87049.56,19003.12,12149.94,3037.485,885.5593086669402,21762.39,1,1,0,2,0,1,0,2,1,0,0,0,0.25,0.25,0.0
SME106381,2023-05-12,11,16429.66,28919987.984600004,40064.11,1358.63,16429.66,1493.6054545454544,661.8578542461161,3642.1918181818182,1,0,0,10,0,1,1,4,1,3,1,0,0.09090909090909091,0.0,0.0
SME107001,2023-05-12,42,466428.39,5336723884.8433,3642353.17,50022.74,466428.39,11105.437857142857,1955.8067694164686,86722.69452380952,2,2,1,37,2,5,1,15,5,8,2,4,0.047619047619047616,0.047619047619047616,0.023809523809523808
SME108467,2023-05-12,6,59132.380000000005,715484826.1766,545635.71,84246.83,59132.380000000005,9855.396666666667,5151.927123563242,90939.28499999999,1,0,1,4,0,3,2,1,0,0,0,0,0.16666666666666666,0.0,0.16666666666666666
SME109130,2023-05-12,51,303603.29,1839296037.7268999,773240.76,-12075.13,303603.29,5953.00568627451,799.2987674862409,15161.583529411764,1,0,3,47,2,5,5,15,7,13,1,3,0.0196078431372549,0.0,0.058823529411764705
SME109130,2023-05-12,52,308968.6,1868082589.123,762705.4400000001,-12075.13,308968.6,5941.703846153846,795.6089068083385,14667.41230769231,1,0,3,48,2,5,5,15,8,13,1,3,0.019230769230769232,0.0,0.057692307692307696
SME110721,2023-05-12,19,216585.24,2701170711.3626,-385092.84,-51683.44,216585.24,11399.223157894736,3592.176900311831,-20268.044210526317,1,0,1,17,0,2,3,1,6,5,2,0,0.05263157894736842,0.0,0.05263157894736842
SME110721,2023-05-12,20,225610.7,2782629639.5742,-436776.28,-51683.44,225610.7,11280.535,3536.428780338332,-21838.814000000002,1,0,2,17,0,2,3,1,7,5,2,0,0.05,0.0,0.1
SME110721,2023-05-12,21,234903.38,2868983541.1566,-497752.4,-60976.12,234903.38,11185.87523809524,3474.072822133437,-23702.495238095238,1,0,2,18,0,3,3,1,7,5,2,0,0.047619047619047616,0.0,0.09523809523809523
SME111124,2023-05-12,24,489404.79,11202587394.8579,7183589.38,250738.09,489404.79,20391.86625,7291.181019228294,299316.2241666667,0,1,1,22,3,4,4,5,5,2,1,0,0.0,0.041666666666666664,0.041666666666666664
SME100110,2023-05-13,73,84669.04,131989881.6124,1276625.69,7057.01,84669.04,1159.8498630136985,685.0233893705406,17488.02315068493,8,6,1,58,8,8,5,26,10,11,2,3,0.1095890410958904,0.0821917808219178,0.0136986301369863
SME100251,2023-05-13,6,20908.47,80761099.4837,164221.61000000002,25316.95,20908.47,3484.7450000000003,1257.013380481688,27370.268333333337,0,0,2,4,0,0,1,3,1,1,0,0,0.0,0.0,0.3333333333333333
SME100924,2023-05-13,103,731106.51,6158352844.9039,14958598.82,76348.3,731106.51,7098.12145631068,3082.0003044630935,145229.11475728155,5,5,6,87,3,11,6,34,16,22,4,7,0.04854368932038835,0.04854368932038835,0.05825242718446602
SME100924,2023-05-13,104,741443.62,6265208688.056,15172624.59,76348.3,741443.62,7129.265576923077,3083.404074557488,145890.6210576923,5,5,6,88,3,11,6,35,16,22,4,7,0.04807692307692308,0.04807692307692308,0.057692307692307696
SME101386,2023-05-13,17,174035.25,2127853502.4119,2876695.85,96352.41,174035.25,10237.367647058823,4651.549907115006,169217.40294117646,2,0,0,15,1,0,2,9,1,4,0,0,0.11764705882352941,0.0,0.0
SME101386,2023-05-13,18,178276.02000000002,2145837632.6048,3104705.47,96352.41,178276.02000000002,9904.223333333335,4728.835919105622,172483.63722222223,2,0,0,16,1,0,2,9,1,5,0,0,0.1111111111111111,0.0,0.0
SME103764,2023-05-13,66,228817.96,940245406.3062,3488849.95,30535.18,228817.96,3466.938787878788,1503.5729007876953,52861.362878787884,3,1,4,58,6,9,4,23,10,11,1,2,0.045454545454545456,0.015151515151515152,0.06060606060606061
SME103764,2023-05-13,67,234235.68,969597096.3046,3567367.61,30535.18,234235.68,3496.054925373134,1511.0516784299539,53244.29268656716,3,1,4,59,6,9,5,23,10,11,1,2,0.04477611940298507,0.014925373134328358,0.05970149253731343
