source_record_id,business_id,bill_id,supplier_id,bill_date,due_date,bill_amount,amount_paid,bill_status,payment_date,currency,source_file
BILL_000153,SME_004,SME_004-BILL-00153,SUPP_SME_004_006,21 Jul 2025,04/09/2025,21385.05,21385.05,Paid,28/07/2025,ZAR,sme_004_accounting_export.csv
BILL_000154,SME_004,SME_004-BILL-00154,SUPP_SME_004_006,10/03/2024,2024-04-09,18918.28,18918.28,Paid,23 Mar 2024,ZAR,sme_004_accounting_export.csv
BILL_000155,SME_004,SME_004-BILL-00155,SUPP_SME_004_002,2025-07-08,2025-08-22,35684.28,35684.28,Paid,23 Aug 2025,ZAR,sme_004_accounting_export.csv
BILL_000156,SME_004,SME_004-BILL-00156,SUPP_SME_004_001,02 Nov 2025,17/11/2025,20530.96,20530.96,Paid,2025-11-14,ZAR,sme_004_accounting_export.csv
BILL_000157,SME_004,SME_004-BILL-00157,SUPP_SME_004_008,08 Nov 2025,23 Dec 2025,19483.66,19483.66,Paid,20 Nov 2025,ZAR,sme_004_accounting_export.csv
BILL_000158,SME_004,SME_004-BILL-00158,SUPP_SME_004_009,26 Aug 2025,10 Sep 2025,37102.78,14942.08,Partially Paid,24/09/2025,ZAR,sme_004_accounting_export.csv
BILL_000159,SME_004,SME_004-BILL-00159,SUPP_SME_004_001,26 Nov 2025,25/01/2026,19241.14,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000160,SME_004,SME_004-BILL-00160,SUPP_SME_004_005,2024-06-18,02 Aug 2024,15942.96,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000161,SME_004,SME_004-BILL-00161,SUPP_SME_004_005,05 Aug 2024,04 Oct 2024,23475.65,23475.65,Paid,13 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000162,SME_004,SME_004-BILL-00162,SUPP_SME_004_004,2024-07-18,02 Aug 2024,39100.65,39100.65,Paid,04 Aug 2024,ZAR,sme_004_accounting_export.csv
BILL_000163,SME_004,SME_004-BILL-00163,SUPP_SME_004_001,2025-11-11,11/12/2025,38571.25,38571.25,Paid,25/12/2025,ZAR,sme_004_accounting_export.csv
BILL_000164,SME_004,SME_004-BILL-00164,SUPP_SME_004_009,2024-09-05,05 Oct 2024,31136.26,15953.15,Partially Paid,02/10/2024,ZAR,sme_004_accounting_export.csv
BILL_000165,SME_004,SME_004-BILL-00165,SUPP_SME_004_008,30 Apr 2024,30/05/2024,20221.59,20221.59,Paid,2024-05-07,ZAR,sme_004_accounting_export.csv
BILL_000166,SME_004,SME_004-BILL-00166,SUPP_SME_004_010,2024-12-15,13 Feb 2025,35317.74,17047.74,Partially Paid,15 Feb 2025,ZAR,sme_004_accounting_export.csv
BILL_000167,SME_004,SME_004-BILL-00167,SUPP_SME_004_009,26/07/2025,25/08/2025,17065.63,11835.99,Partially Paid,03/08/2025,ZAR,sme_004_accounting_export.csv
BILL_000168,SME_004,SME_004-BILL-00168,SUPP_SME_004_003,2024-10-03,18 Oct 2024,25785.65,25785.65,Paid,2024-10-23,ZAR,sme_004_accounting_export.csv
BILL_000169,SME_004,SME_004-BILL-00169,SUPP_SME_004_008,2024-08-02,01 Oct 2024,7587.36,7587.36,Paid,28 Sep 2024,ZAR,sme_004_accounting_export.csv
BILL_000170,SME_004,SME_004-BILL-00170,SUPP_SME_004_006,22/06/2024,06/08/2024,26620.86,13642.31,Partially Paid,2024-08-25,ZAR,sme_004_accounting_export.csv
BILL_000171,SME_004,SME_004-BILL-00171,SUPP_SME_004_005,12 Jul 2024,10/09/2024,11406.18,11406.18,Paid,2024-09-04,ZAR,sme_004_accounting_export.csv
BILL_000172,SME_004,SME_004-BILL-00172,SUPP_SME_004_003,12/12/2025,26/01/2026,30984.24,30984.24,Paid,10 Jan 2026,ZAR,sme_004_accounting_export.csv
BILL_000173,SME_004,SME_004-BILL-00173,SUPP_SME_004_003,03/11/2024,2024-12-18,16854.59,16854.59,Paid,26 Dec 2024,ZAR,sme_004_accounting_export.csv
BILL_000174,SME_004,SME_004-BILL-00174,SUPP_SME_004_002,2025-03-05,20/03/2025,16237.19,10836.17,Partially Paid,21 Mar 2025,ZAR,sme_004_accounting_export.csv
BILL_000175,SME_004,SME_004-BILL-00175,SUPP_SME_004_006,2025-03-19,18/05/2025,29989.82,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000176,SME_004,SME_004-BILL-00176,SUPP_SME_004_001,15 Apr 2025,14/06/2025,17300.09,17300.09,Paid,2025-06-08,ZAR,sme_004_accounting_export.csv
BILL_000177,SME_004,SME_004-BILL-00177,,07 Nov 2025,06 Jan 2026,28703.84,19544.14,Partially Paid,2026-01-19,ZAR,sme_004_accounting_export.csv
BILL_000178,SME_004,SME_004-BILL-00178,SUPP_SME_004_006,31 May 2025,2025-06-30,34275.09,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000179,SME_004,SME_004-BILL-00179,SUPP_SME_004_005,30 Jun 2024,29 Aug 2024,5906.71,5906.71,Paid,24/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000180,SME_004,SME_004-BILL-00180,SUPP_SME_004_010,2025-01-20,2025-02-19,19421.41,19421.41,Paid,03/02/2025,ZAR,sme_004_accounting_export.csv
BILL_000181,SME_004,SME_004-BILL-00181,SUPP_SME_004_001,30/09/2025,2025-11-14,37824.01,37824.01,Paid,19/11/2025,ZAR,sme_004_accounting_export.csv
BILL_000182,SME_004,SME_004-BILL-00182,SUPP_SME_004_009,11 Dec 2024,2025-02-09,32581.17,23535.18,Partially Paid,02 Jan 2025,ZAR,sme_004_accounting_export.csv
BILL_000183,SME_004,SME_004-BILL-00183,SUPP_SME_004_007,2024-07-26,25 Aug 2024,38957.68,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000184,SME_004,SME_004-BILL-00184,SUPP_SME_004_007,21 Jun 2025,20/08/2025,34482.18,21443.28,Partially Paid,30 Aug 2025,ZAR,sme_004_accounting_export.csv
BILL_000185,SME_004,SME_004-BILL-00185,SUPP_SME_004_004,13 Sep 2024,12/11/2024,12753.68,12753.68,Paid,2024-10-07,ZAR,sme_004_accounting_export.csv
BILL_000186,SME_004,SME_004-BILL-00186,SUPP_SME_004_008,02 Aug 2024,2024-09-16,7576.53,7576.53,Paid,20/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000187,SME_004,SME_004-BILL-00187,SUPP_SME_004_002,23 Jun 2025,2025-07-08,8816.4,8816.4,Paid,2025-07-21,ZAR,sme_004_accounting_export.csv
BILL_000188,SME_004,SME_004-BILL-00188,SUPP_SME_004_003,08 Aug 2025,2025-09-22,9067.26,9067.26,Paid,2025-09-28,ZAR,sme_004_accounting_export.csv
BILL_000189,SME_004,SME_004-BILL-00189,SUPP_SME_004_006,2025-06-06,21 Jun 2025,3491.59,2248.34,Partially Paid,08 Jul 2025,ZAR,sme_004_accounting_export.csv
BILL_000190,SME_004,SME_004-BILL-00190,SUPP_SME_004_006,13/09/2024,2024-09-28,36318.41,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000191,SME_004,SME_004-BILL-00191,SUPP_SME_004_004,2025-07-06,05/08/2025,20350.67,20350.67,Paid,2025-08-09,ZAR,sme_004_accounting_export.csv
BILL_000192,SME_004,SME_004-BILL-00192,,2024-02-22,23 Mar 2024,4500.21,4500.21,Paid,2024-03-08,ZAR,sme_004_accounting_export.csv
BILL_000193,SME_004,SME_004-BILL-00193,SUPP_SME_004_001,17/03/2025,16/05/2025,30624.34,30624.34,Paid,25 Apr 2025,ZAR,sme_004_accounting_export.csv
BILL_000194,SME_004,SME_004-BILL-00194,SUPP_SME_004_009,13 Jul 2025,11 Sep 2025,13362.81,13362.81,Paid,26/07/2025,ZAR,sme_004_accounting_export.csv
BILL_000195,SME_004,SME_004-BILL-00195,SUPP_SME_004_006,2025-10-31,30 Nov 2025,3305.98,3305.98,Paid,10/11/2025,ZAR,sme_004_accounting_export.csv
BILL_000196,SME_004,SME_004-BILL-00196,SUPP_SME_004_004,25/06/2024,24/08/2024,7995.38,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000197,SME_004,SME_004-BILL-00197,SUPP_SME_004_009,2025-01-30,2025-02-14,26473.22,26473.22,Paid,2025-02-16,ZAR,sme_004_accounting_export.csv
BILL_000198,SME_004,SME_004-BILL-00198,SUPP_SME_004_005,13/08/2025,12/09/2025,31863.25,17364.47,Partially Paid,29 Aug 2025,ZAR,sme_004_accounting_export.csv
BILL_000199,SME_004,SME_004-BILL-00199,SUPP_SME_004_001,06 Aug 2024,05/10/2024,10520.23,10520.23,Paid,26/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000200,SME_004,SME_004-BILL-00200,SUPP_SME_004_003,12 Feb 2024,2024-02-27,23293.8,23293.8,Paid,2024-03-07,ZAR,sme_004_accounting_export.csv
BILL_000201,SME_004,SME_004-BILL-00201,SUPP_SME_004_005,31 Jul 2024,29/09/2024,534.47,534.47,Paid,07/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000202,SME_004,SME_004-BILL-00202,SUPP_SME_004_004,07/08/2025,22 Aug 2025,11496.31,11496.31,Paid,21 Aug 2025,ZAR,sme_004_accounting_export.csv
BILL_000203,SME_004,SME_004-BILL-00203,SUPP_SME_004_002,15/08/2024,30/08/2024,7674.54,7674.54,Paid,2024-08-19,ZAR,sme_004_accounting_export.csv
BILL_000204,SME_004,SME_004-BILL-00204,SUPP_SME_004_006,19/01/2025,20/03/2025,3523.58,3523.58,Paid,2025-02-07,ZAR,sme_004_accounting_export.csv
BILL_000205,SME_004,SME_004-BILL-00205,SUPP_SME_004_007,2024-10-24,2024-11-08,19613.86,19613.86,Paid,04 Nov 2024,ZAR,sme_004_accounting_export.csv
BILL_000206,SME_004,SME_004-BILL-00206,SUPP_SME_004_009,26/12/2024,2025-01-10,25425.11,8818.48,Partially Paid,2024-12-31,ZAR,sme_004_accounting_export.csv
BILL_000207,SME_004,SME_004-BILL-00207,SUPP_SME_004_007,2025-01-26,27/03/2025,2331.87,1475.84,Partially Paid,07/02/2025,ZAR,sme_004_accounting_export.csv
BILL_000208,SME_004,SME_004-BILL-00208,SUPP_SME_004_006,2025-08-28,12 Sep 2025,5946.7,5946.7,Paid,12 Sep 2025,ZAR,sme_004_accounting_export.csv
BILL_000209,SME_004,SME_004-BILL-00209,SUPP_SME_004_003,01/10/2025,16/10/2025,37325.5,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000210,SME_004,SME_004-BILL-00210,SUPP_SME_004_009,15/03/2024,30/03/2024,9312.96,9312.96,Paid,05/04/2024,ZAR,sme_004_accounting_export.csv
BILL_000211,SME_004,SME_004-BILL-00211,SUPP_SME_004_003,14 Aug 2024,13/09/2024,30519.52,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000212,SME_004,SME_004-BILL-00212,SUPP_SME_004_005,2024-06-05,05/07/2024,30035.53,16744.99,Partially Paid,2024-07-02,ZAR,sme_004_accounting_export.csv
BILL_000213,SME_004,SME_004-BILL-00213,SUPP_SME_004_009,10/03/2024,2024-03-25,13202.51,13202.51,Paid,2024-04-04,ZAR,sme_004_accounting_export.csv
BILL_000214,SME_004,SME_004-BILL-00214,SUPP_SME_004_007,06/09/2024,2024-09-21,8562.62,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000215,SME_004,SME_004-BILL-00215,SUPP_SME_004_002,15/09/2024,2024-10-30,10136.05,10136.05,Paid,30/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000216,SME_004,SME_004-BILL-00216,SUPP_SME_004_003,11 Apr 2025,26 May 2025,22853.01,22853.01,Paid,29 May 2025,ZAR,sme_004_accounting_export.csv
BILL_000217,SME_004,SME_004-BILL-00217,,2024-06-18,02 Aug 2024,15555.78,8719.72,Partially Paid,03 Jul 2024,ZAR,sme_004_accounting_export.csv
BILL_000218,SME_004,SME_004-BILL-00218,SUPP_SME_004_009,16 Jul 2025,31 Jul 2025,20074.83,20074.83,Paid,06/08/2025,ZAR,sme_004_accounting_export.csv
BILL_000219,SME_004,SME_004-BILL-00219,,2024-05-22,06/06/2024,32558.69,22557.4,Partially Paid,13 Jun 2024,ZAR,sme_004_accounting_export.csv
BILL_000220,SME_004,SME_004-BILL-00220,SUPP_SME_004_001,16/03/2025,15 Apr 2025,20340.71,20340.71,Paid,2025-03-19,ZAR,sme_004_accounting_export.csv
BILL_000221,SME_004,SME_004-BILL-00221,SUPP_SME_004_010,30/12/2025,2026-01-29,39811.54,39811.54,Paid,2026-02-07,ZAR,sme_004_accounting_export.csv
BILL_000222,SME_004,SME_004-BILL-00222,SUPP_SME_004_010,09/09/2024,2024-10-09,26800.44,26800.44,Paid,2024-09-20,ZAR,sme_004_accounting_export.csv
BILL_000223,SME_004,SME_004-BILL-00223,SUPP_SME_004_004,28/07/2025,27 Aug 2025,8686.28,8686.28,Paid,16/08/2025,ZAR,sme_004_accounting_export.csv
BILL_000224,SME_004,SME_004-BILL-00224,SUPP_SME_004_003,29 Dec 2024,12 Feb 2025,20230.99,20230.99,Paid,05/02/2025,ZAR,sme_004_accounting_export.csv
BILL_000225,SME_004,SME_004-BILL-00225,SUPP_SME_004_005,2025-06-21,06/07/2025,32630.0,32630.0,Paid,22 Jun 2025,ZAR,sme_004_accounting_export.csv
BILL_000226,SME_004,SME_004-BILL-00226,SUPP_SME_004_001,25/02/2025,2025-03-27,9122.91,5162.22,Partially Paid,04/03/2025,ZAR,sme_004_accounting_export.csv
BILL_000227,SME_004,SME_004-BILL-00227,SUPP_SME_004_006,2025-11-18,17 Jan 2026,29312.17,29312.17,Paid,2025-12-31,ZAR,sme_004_accounting_export.csv
BILL_000228,SME_004,SME_004-BILL-00228,SUPP_SME_004_001,04/08/2024,03/10/2024,1821.24,1821.24,Paid,18/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000229,SME_004,SME_004-BILL-00229,SUPP_SME_004_002,20/09/2024,2024-11-19,37734.04,37734.04,Paid,20/10/2024,ZAR,sme_004_accounting_export.csv
BILL_000230,SME_004,SME_004-BILL-00230,SUPP_SME_004_007,14 Sep 2024,29 Sep 2024,26702.79,26702.79,Paid,07 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000231,SME_004,SME_004-BILL-00231,SUPP_SME_004_008,2025-12-05,19/01/2026,6921.53,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000232,SME_004,SME_004-BILL-00232,SUPP_SME_004_001,27/10/2024,2024-12-11,35034.64,35034.64,Paid,2024-11-22,ZAR,sme_004_accounting_export.csv
BILL_000233,SME_004,SME_004-BILL-00233,SUPP_SME_004_003,2025-02-07,08 Apr 2025,3731.92,2408.47,Partially Paid,2025-04-13,ZAR,sme_004_accounting_export.csv
BILL_000234,SME_004,SME_004-BILL-00234,SUPP_SME_004_009,10 Jul 2025,2025-07-25,16534.19,16534.19,Paid,27/07/2025,ZAR,sme_004_accounting_export.csv
BILL_000235,SME_004,SME_004-BILL-00235,SUPP_SME_004_006,2024-05-15,29/06/2024,29609.5,29609.5,Paid,2024-05-29,ZAR,sme_004_accounting_export.csv
BILL_000236,SME_004,SME_004-BILL-00236,SUPP_SME_004_008,20/05/2024,2024-07-19,37527.56,37527.56,Paid,02 Jul 2024,ZAR,sme_004_accounting_export.csv
BILL_000237,SME_004,SME_004-BILL-00237,SUPP_SME_004_004,16 Mar 2025,15 May 2025,14278.01,14278.01,Paid,2025-05-27,ZAR,sme_004_accounting_export.csv
BILL_000238,SME_004,SME_004-BILL-00238,SUPP_SME_004_006,2025-03-13,12/04/2025,33305.19,33305.19,Paid,16 Apr 2025,ZAR,sme_004_accounting_export.csv
BILL_000239,SME_004,SME_004-BILL-00239,SUPP_SME_004_005,2025-07-20,04 Aug 2025,8271.71,8271.71,Paid,28 Jul 2025,ZAR,sme_004_accounting_export.csv
BILL_000240,SME_004,SME_004-BILL-00240,SUPP_SME_004_006,2024-08-23,22 Sep 2024,1886.86,1886.86,Paid,02/10/2024,ZAR,sme_004_accounting_export.csv
BILL_000241,SME_004,SME_004-BILL-00241,SUPP_SME_004_004,2024-05-18,17 Jul 2024,1636.06,1636.06,Paid,26 Jul 2024,ZAR,sme_004_accounting_export.csv
BILL_000242,SME_004,SME_004-BILL-00242,SUPP_SME_004_005,24 Apr 2025,24 May 2025,26497.73,26497.73,Paid,26/04/2025,ZAR,sme_004_accounting_export.csv
BILL_000243,SME_004,SME_004-BILL-00243,SUPP_SME_004_004,07 Nov 2024,06 Jan 2025,6591.19,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000244,SME_004,SME_004-BILL-00244,SUPP_SME_004_007,05/04/2025,04 Jun 2025,2487.81,2487.81,Paid,2025-04-11,ZAR,sme_004_accounting_export.csv
BILL_000245,SME_004,SME_004-BILL-00245,SUPP_SME_004_006,09 Sep 2025,24/10/2025,39081.53,39081.53,Paid,30/10/2025,ZAR,sme_004_accounting_export.csv
BILL_000246,SME_004,SME_004-BILL-00246,SUPP_SME_004_005,2024-08-26,25/10/2024,10059.48,10059.48,Paid,31/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000247,SME_004,SME_004-BILL-00247,SUPP_SME_004_001,29 Jul 2024,27 Sep 2024,18770.9,18770.9,Paid,2024-10-12,ZAR,sme_004_accounting_export.csv
BILL_000248,SME_004,SME_004-BILL-00248,SUPP_SME_004_010,27 Oct 2024,11/11/2024,24716.7,12941.93,Partially Paid,2024-11-29,ZAR,sme_004_accounting_export.csv
BILL_000249,SME_004,SME_004-BILL-00249,SUPP_SME_004_009,02 Feb 2024,02 Apr 2024,6206.01,4408.49,Partially Paid,20/02/2024,ZAR,sme_004_accounting_export.csv
BILL_000250,SME_004,SME_004-BILL-00250,SUPP_SME_004_010,08 Nov 2025,2026-01-07,14608.17,8835.66,Partially Paid,06/01/2026,ZAR,sme_004_accounting_export.csv
BILL_000251,SME_004,SME_004-BILL-00251,SUPP_SME_004_002,2024-11-23,2025-01-22,26084.42,26084.42,Paid,15/01/2025,ZAR,sme_004_accounting_export.csv
BILL_000252,SME_004,SME_004-BILL-00252,SUPP_SME_004_007,04/07/2025,2025-08-18,25770.59,25770.59,Paid,2025-08-09,ZAR,sme_004_accounting_export.csv
BILL_000253,SME_004,SME_004-BILL-00253,SUPP_SME_004_009,2025-01-29,15 Mar 2025,33761.26,20675.65,Partially Paid,2025-03-10,ZAR,sme_004_accounting_export.csv
BILL_000254,SME_004,SME_004-BILL-00254,SUPP_SME_004_003,19/06/2024,18 Aug 2024,17778.19,10323.91,Partially Paid,31 Aug 2024,ZAR,sme_004_accounting_export.csv
BILL_000255,SME_004,SME_004-BILL-00255,,19 Aug 2025,03/09/2025,35648.19,35648.19,Paid,2025-09-01,ZAR,sme_004_accounting_export.csv
BILL_000256,SME_004,SME_004-BILL-00256,SUPP_SME_004_006,2025-12-13,27/01/2026,27446.61,27446.61,Paid,18 Jan 2026,ZAR,sme_004_accounting_export.csv
BILL_000257,SME_004,SME_004-BILL-00257,SUPP_SME_004_004,2024-08-20,04 Sep 2024,22703.16,9652.14,Partially Paid,08/09/2024,ZAR,sme_004_accounting_export.csv
BILL_000258,SME_004,SME_004-BILL-00258,SUPP_SME_004_002,12/01/2025,13 Mar 2025,5126.9,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000259,SME_004,SME_004-BILL-00259,SUPP_SME_004_005,18 Sep 2024,02/11/2024,23200.8,23200.8,Paid,2024-11-17,ZAR,sme_004_accounting_export.csv
BILL_000260,SME_004,SME_004-BILL-00260,SUPP_SME_004_007,2024-01-05,2024-01-20,23989.54,10130.25,Partially Paid,2024-02-04,ZAR,sme_004_accounting_export.csv
BILL_000261,SME_004,SME_004-BILL-00261,SUPP_SME_004_010,05/05/2024,2024-05-20,30472.77,13424.99,Partially Paid,03 Jun 2024,ZAR,sme_004_accounting_export.csv
BILL_000262,SME_004,SME_004-BILL-00262,SUPP_SME_004_006,24 Feb 2025,26/03/2025,28905.99,28905.99,Paid,2025-04-01,ZAR,sme_004_accounting_export.csv
BILL_000263,SME_004,SME_004-BILL-00263,SUPP_SME_004_010,09 Apr 2025,09 May 2025,21434.22,8924.79,Partially Paid,2025-05-21,ZAR,sme_004_accounting_export.csv
BILL_000264,SME_004,SME_004-BILL-00264,SUPP_SME_004_004,18/01/2025,02/02/2025,23916.75,14085.4,Partially Paid,11 Feb 2025,ZAR,sme_004_accounting_export.csv
BILL_000265,SME_004,SME_004-BILL-00265,SUPP_SME_004_008,25 Nov 2024,09 Jan 2025,31007.54,31007.54,Paid,19 Dec 2024,ZAR,sme_004_accounting_export.csv
BILL_000266,SME_004,SME_004-BILL-00266,SUPP_SME_004_006,2024-09-06,05 Nov 2024,14381.89,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000267,SME_004,SME_004-BILL-00267,SUPP_SME_004_007,13 Dec 2025,12/01/2026,5831.36,5831.36,Paid,20/01/2026,ZAR,sme_004_accounting_export.csv
BILL_000268,SME_004,SME_004-BILL-00268,,03 May 2024,2024-06-17,35034.83,35034.83,Paid,29/05/2024,ZAR,sme_004_accounting_export.csv
BILL_000269,SME_004,SME_004-BILL-00269,SUPP_SME_004_001,2024-10-23,22/11/2024,38618.24,16054.89,Partially Paid,2024-11-07,ZAR,sme_004_accounting_export.csv
BILL_000270,SME_004,SME_004-BILL-00270,SUPP_SME_004_008,24/07/2024,2024-08-08,17457.54,17457.54,Paid,06/08/2024,ZAR,sme_004_accounting_export.csv
BILL_000271,SME_004,SME_004-BILL-00271,SUPP_SME_004_010,01 Jan 2024,01 Mar 2024,39617.24,39617.24,Paid,21 Jan 2024,ZAR,sme_004_accounting_export.csv
BILL_000272,SME_004,SME_004-BILL-00272,SUPP_SME_004_006,2025-04-24,09/05/2025,13246.45,13246.45,Paid,01/05/2025,ZAR,sme_004_accounting_export.csv
BILL_000273,SME_004,SME_004-BILL-00273,SUPP_SME_004_004,01 Jul 2024,30 Aug 2024,3129.68,3129.68,Paid,05 Jul 2024,ZAR,sme_004_accounting_export.csv
BILL_000274,SME_004,SME_004-BILL-00274,SUPP_SME_004_003,2024-04-13,12/06/2024,23112.15,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000275,SME_004,SME_004-BILL-00275,SUPP_SME_004_004,05 Feb 2024,2024-03-06,34793.93,15323.42,Partially Paid,14/02/2024,ZAR,sme_004_accounting_export.csv
BILL_000276,SME_004,SME_004-BILL-00276,SUPP_SME_004_003,06/06/2025,21/07/2025,24890.53,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000277,SME_004,SME_004-BILL-00277,SUPP_SME_004_009,2024-02-25,10 Apr 2024,872.37,872.37,Paid,2024-03-26,ZAR,sme_004_accounting_export.csv
BILL_000278,SME_004,SME_004-BILL-00278,SUPP_SME_004_002,29/11/2025,29 Dec 2025,967.39,967.39,Paid,01 Dec 2025,ZAR,sme_004_accounting_export.csv
BILL_000279,SME_004,SME_004-BILL-00279,SUPP_SME_004_002,2024-12-25,09/01/2025,29111.87,29111.87,Paid,2024-12-31,ZAR,sme_004_accounting_export.csv
BILL_000280,SME_004,SME_004-BILL-00280,SUPP_SME_004_001,19 Dec 2025,17/02/2026,33891.05,33891.05,Paid,06/01/2026,ZAR,sme_004_accounting_export.csv
BILL_000281,SME_004,SME_004-BILL-00281,SUPP_SME_004_001,25/03/2025,2025-05-24,10494.95,10494.95,Paid,06 May 2025,ZAR,sme_004_accounting_export.csv
BILL_000282,SME_004,SME_004-BILL-00282,SUPP_SME_004_002,12 Oct 2025,11/11/2025,19070.18,19070.18,Paid,22 Nov 2025,ZAR,sme_004_accounting_export.csv
BILL_000283,SME_004,SME_004-BILL-00283,SUPP_SME_004_009,11 Oct 2024,10/11/2024,38463.09,38463.09,Paid,2024-11-25,ZAR,sme_004_accounting_export.csv
BILL_000284,SME_004,SME_004-BILL-00284,SUPP_SME_004_009,2025-04-22,07/05/2025,18692.68,18692.68,Paid,21/05/2025,ZAR,sme_004_accounting_export.csv
BILL_000285,SME_004,SME_004-BILL-00285,SUPP_SME_004_008,17 Aug 2024,16 Sep 2024,5864.66,5864.66,Paid,11 Sep 2024,ZAR,sme_004_accounting_export.csv
BILL_000286,SME_004,SME_004-BILL-00286,SUPP_SME_004_007,2025-01-29,15/03/2025,36510.29,36510.29,Paid,2025-03-24,ZAR,sme_004_accounting_export.csv
BILL_000287,SME_004,SME_004-BILL-00287,SUPP_SME_004_008,2024-01-31,31/03/2024,20059.12,20059.12,Paid,2024-03-16,ZAR,sme_004_accounting_export.csv
BILL_000288,SME_004,SME_004-BILL-00288,SUPP_SME_004_005,29/09/2025,2025-11-13,14100.12,14100.12,Paid,2025-10-25,ZAR,sme_004_accounting_export.csv
BILL_000289,SME_004,SME_004-BILL-00289,SUPP_SME_004_006,14 Jul 2024,28/08/2024,4348.59,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
BILL_000290,SME_004,SME_004-BILL-00290,,03/09/2025,03 Oct 2025,18601.6,7643.94,Partially Paid,2025-10-05,ZAR,sme_004_accounting_export.csv
BILL_000291,SME_004,SME_004-BILL-00291,SUPP_SME_004_010,08/12/2024,22 Jan 2025,30902.07,30902.07,Paid,14/12/2024,ZAR,sme_004_accounting_export.csv
BILL_000292,SME_004,SME_004-BILL-00292,SUPP_SME_004_006,2024-03-18,2024-04-17,28828.78,28828.78,Paid,2024-04-21,ZAR,sme_004_accounting_export.csv
BILL_000293,SME_004,SME_004-BILL-00293,SUPP_SME_004_006,10 Apr 2025,10 May 2025,20115.21,20115.21,Paid,2025-04-27,ZAR,sme_004_accounting_export.csv
BILL_000294,SME_004,SME_004-BILL-00294,SUPP_SME_004_003,2025-11-16,2025-12-01,28921.65,28921.65,Paid,02/12/2025,ZAR,sme_004_accounting_export.csv
BILL_000295,SME_004,SME_004-BILL-00295,SUPP_SME_004_006,2025-03-02,17 Mar 2025,14355.04,14355.04,Paid,24/03/2025,ZAR,sme_004_accounting_export.csv
BILL_000296,SME_004,SME_004-BILL-00296,SUPP_SME_004_005,09/12/2024,2025-01-08,29543.09,29543.09,Paid,19 Dec 2024,ZAR,sme_004_accounting_export.csv
BILL_000297,SME_004,SME_004-BILL-00297,SUPP_SME_004_009,23 Nov 2025,2025-12-08,3886.5,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
BILL_000298,SME_004,SME_004-BILL-00298,SUPP_SME_004_001,20 Jun 2024,19 Aug 2024,8369.74,8369.74,Paid,31 Aug 2024,ZAR,sme_004_accounting_export.csv
BILL_000299,SME_004,SME_004-BILL-00299,SUPP_SME_004_002,2024-09-14,14/10/2024,35170.07,35170.07,Paid,04 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000300,SME_004,SME_004-BILL-00300,SUPP_SME_004_009,2024-04-22,21/06/2024,12099.39,6904.68,Partially Paid,28 Apr 2024,ZAR,sme_004_accounting_export.csv
BILL_000301,SME_004,SME_004-BILL-00301,SUPP_SME_004_009,2025-07-08,23 Jul 2025,8634.69,8634.69,Paid,2025-07-29,ZAR,sme_004_accounting_export.csv
BILL_000302,SME_004,SME_004-BILL-00302,SUPP_SME_004_001,01/10/2024,2024-10-16,4015.6,4015.6,Paid,11 Oct 2024,ZAR,sme_004_accounting_export.csv
BILL_000303,SME_004,SME_004-BILL-00303,SUPP_SME_004_009,25 Apr 2024,10 May 2024,16021.72,16021.72,Paid,18/05/2024,ZAR,sme_004_accounting_export.csv
BILL_000304,SME_004,SME_004-BILL-00304,SUPP_SME_004_002,2025-08-28,12/09/2025,3145.79,3145.79,Paid,01 Sep 2025,ZAR,sme_004_accounting_export.csv
