issue_id,dataset,source_record_id,business_id,issue_type,description
ISSUE_000446,bank_transactions_raw.csv,BT_0007511,SME_004,missing_reference,transaction_reference missing
ISSUE_000447,bank_transactions_raw.csv,BT_0003657,SME_001,missing_reference,transaction_reference missing
ISSUE_000448,bank_transactions_raw.csv,BT_0005679,SME_004,missing_reference,transaction_reference missing
ISSUE_000449,bank_transactions_raw.csv,BT_0003078,SME_001,missing_reference,transaction_reference missing
ISSUE_000450,bank_transactions_raw.csv,BT_0019001,SME_004,missing_reference,transaction_reference missing
ISSUE_000451,bank_transactions_raw.csv,BT_0008609,SME_004,missing_reference,transaction_reference missing
ISSUE_000452,bank_transactions_raw.csv,BT_0017084,SME_004,missing_reference,transaction_reference missing
ISSUE_000453,bank_transactions_raw.csv,BT_0015117,SME_004,missing_reference,transaction_reference missing
ISSUE_000454,bank_transactions_raw.csv,BT_0011572,SME_004,missing_reference,transaction_reference missing
ISSUE_000455,bank_transactions_raw.csv,BT_0002910,SME_001,missing_reference,transaction_reference missing
ISSUE_000456,bank_transactions_raw.csv,BT_0005226,SME_004,missing_reference,transaction_reference missing
ISSUE_000457,bank_transactions_raw.csv,BT_0013374,SME_004,missing_reference,transaction_reference missing
ISSUE_000458,bank_transactions_raw.csv,BT_0001351,SME_001,missing_reference,transaction_reference missing
ISSUE_000459,bank_transactions_raw.csv,BT_0007242,SME_004,missing_reference,transaction_reference missing
ISSUE_000460,bank_transactions_raw.csv,BT_0003489,SME_001,missing_reference,transaction_reference missing
ISSUE_000461,bank_transactions_raw.csv,BT_0008356,SME_004,missing_reference,transaction_reference missing
ISSUE_000462,bank_transactions_raw.csv,BT_0006689,SME_004,missing_reference,transaction_reference missing
ISSUE_000463,bank_transactions_raw.csv,BT_0005251,SME_004,missing_reference,transaction_reference missing
ISSUE_000464,bank_transactions_raw.csv,BT_0012335,SME_004,missing_reference,transaction_reference missing
ISSUE_000465,bank_transactions_raw.csv,BT_0003209,SME_001,missing_reference,transaction_reference missing
ISSUE_000466,bank_transactions_raw.csv,BT_0014581,SME_004,missing_reference,transaction_reference missing
ISSUE_000467,bank_transactions_raw.csv,BT_0002496,SME_001,missing_reference,transaction_reference missing
ISSUE_000468,bank_transactions_raw.csv,BT_0000219,SME_001,missing_reference,transaction_reference missing
ISSUE_000469,bank_transactions_raw.csv,BT_0014799,SME_004,missing_reference,transaction_reference missing
ISSUE_000470,bank_transactions_raw.csv,BT_0004752,SME_004,missing_reference,transaction_reference missing
ISSUE_000471,bank_transactions_raw.csv,BT_0006146,SME_004,missing_reference,transaction_reference missing
ISSUE_000472,bank_transactions_raw.csv,BT_0009416,SME_004,missing_reference,transaction_reference missing
ISSUE_000473,bank_transactions_raw.csv,BT_0008563,SME_004,missing_reference,transaction_reference missing
ISSUE_000474,bank_transactions_raw.csv,BT_0013363,SME_004,missing_reference,transaction_reference missing
ISSUE_000475,bank_transactions_raw.csv,BT_0003069,SME_001,missing_reference,transaction_reference missing
ISSUE_000476,bank_transactions_raw.csv,BT_0012846,SME_004,missing_reference,transaction_reference missing
ISSUE_000477,bank_transactions_raw.csv,BT_0016081,SME_004,missing_reference,transaction_reference missing
ISSUE_000478,bank_transactions_raw.csv,BT_0003214,SME_001,missing_reference,transaction_reference missing
ISSUE_000479,bank_transactions_raw.csv,BT_0011523,SME_004,missing_reference,transaction_reference missing
ISSUE_000480,bank_transactions_raw.csv,BT_0009821,SME_004,missing_reference,transaction_reference missing
ISSUE_000481,bank_transactions_raw.csv,BT_0014704,SME_004,missing_reference,transaction_reference missing
ISSUE_000482,bank_transactions_raw.csv,BT_0005386,SME_004,missing_reference,transaction_reference missing
ISSUE_000483,bank_transactions_raw.csv,BT_0016926,SME_004,missing_reference,transaction_reference missing
ISSUE_000484,bank_transactions_raw.csv,BT_0000937,SME_001,missing_reference,transaction_reference missing
ISSUE_000485,bank_transactions_raw.csv,BT_0001183,SME_001,missing_reference,transaction_reference missing
ISSUE_000486,bank_transactions_raw.csv,BT_0017542,SME_004,missing_reference,transaction_reference missing
ISSUE_000487,bank_transactions_raw.csv,BT_0011981,SME_004,missing_reference,transaction_reference missing
ISSUE_000488,bank_transactions_raw.csv,BT_0012917,SME_004,missing_reference,transaction_reference missing
ISSUE_000489,bank_transactions_raw.csv,BT_0016890,SME_004,missing_reference,transaction_reference missing
ISSUE_000490,bank_transactions_raw.csv,BT_0017125,SME_004,missing_reference,transaction_reference missing
ISSUE_000491,bank_transactions_raw.csv,BT_0006425,SME_004,missing_reference,transaction_reference missing
ISSUE_000492,bank_transactions_raw.csv,BT_0010884,SME_004,missing_reference,transaction_reference missing
ISSUE_000493,bank_transactions_raw.csv,BT_0019061,SME_004,missing_reference,transaction_reference missing
ISSUE_000494,bank_transactions_raw.csv,BT_0015485,SME_004,missing_reference,transaction_reference missing
ISSUE_000495,bank_transactions_raw.csv,BT_0005606,SME_004,missing_reference,transaction_reference missing
ISSUE_000496,bank_transactions_raw.csv,BT_0004098,SME_001,missing_reference,transaction_reference missing
ISSUE_000497,bank_transactions_raw.csv,BT_0018342,SME_004,missing_reference,transaction_reference missing
ISSUE_000498,bank_transactions_raw.csv,BT_0009892,SME_004,missing_reference,transaction_reference missing
ISSUE_000499,bank_transactions_raw.csv,BT_0003394,SME_001,missing_reference,transaction_reference missing
ISSUE_000500,bank_transactions_raw.csv,BT_0017081,SME_004,missing_reference,transaction_reference missing
ISSUE_000501,bank_transactions_raw.csv,BT_0015990,SME_004,missing_reference,transaction_reference missing
ISSUE_000502,bank_transactions_raw.csv,BT_0009339,SME_004,missing_reference,transaction_reference missing
ISSUE_000503,bank_transactions_raw.csv,BT_0013532,SME_004,missing_reference,transaction_reference missing
ISSUE_000504,bank_transactions_raw.csv,BT_0012681,SME_004,missing_reference,transaction_reference missing
ISSUE_000505,bank_transactions_raw.csv,BT_0000201,SME_001,missing_reference,transaction_reference missing
ISSUE_000506,bank_transactions_raw.csv,BT_0001291,SME_001,missing_reference,transaction_reference missing
ISSUE_000507,bank_transactions_raw.csv,BT_0008622,SME_004,missing_reference,transaction_reference missing
ISSUE_000508,bank_transactions_raw.csv,BT_0000929,SME_001,missing_reference,transaction_reference missing
ISSUE_000509,bank_transactions_raw.csv,BT_0012142,SME_004,missing_reference,transaction_reference missing
ISSUE_000510,bank_transactions_raw.csv,BT_0009751,SME_004,missing_reference,transaction_reference missing
ISSUE_000511,bank_transactions_raw.csv,BT_0000467,SME_001,missing_reference,transaction_reference missing
ISSUE_000512,bank_transactions_raw.csv,BT_0006302,SME_004,missing_reference,transaction_reference missing
ISSUE_000513,bank_transactions_raw.csv,BT_0010523,SME_004,missing_reference,transaction_reference missing
ISSUE_000514,bank_transactions_raw.csv,BT_0004565,SME_002,missing_reference,transaction_reference missing
ISSUE_000515,bank_transactions_raw.csv,BT_0004292,SME_001,missing_reference,transaction_reference missing
ISSUE_000516,bank_transactions_raw.csv,BT_0015473,SME_004,missing_reference,transaction_reference missing
ISSUE_000517,bank_transactions_raw.csv,BT_0005273,SME_004,missing_reference,transaction_reference missing
ISSUE_000518,bank_transactions_raw.csv,BT_0003462,SME_001,missing_reference,transaction_reference missing
ISSUE_000519,bank_transactions_raw.csv,BT_0018381,SME_004,missing_reference,transaction_reference missing
ISSUE_000520,bank_transactions_raw.csv,BT_0006841,SME_004,missing_reference,transaction_reference missing
ISSUE_000521,bank_transactions_raw.csv,BT_0015716,SME_004,missing_reference,transaction_reference missing
ISSUE_000522,bank_transactions_raw.csv,BT_0005100,SME_004,missing_reference,transaction_reference missing
ISSUE_000523,bank_transactions_raw.csv,BT_0012790,SME_004,missing_reference,transaction_reference missing
ISSUE_000524,bank_transactions_raw.csv,BT_0016535,SME_004,missing_reference,transaction_reference missing
ISSUE_000525,bank_transactions_raw.csv,BT_0007162,SME_004,missing_reference,transaction_reference missing
ISSUE_000526,bank_transactions_raw.csv,BT_0005554,SME_004,missing_reference,transaction_reference missing
ISSUE_000527,bank_transactions_raw.csv,BT_0015790,SME_004,missing_reference,transaction_reference missing
ISSUE_000528,bank_transactions_raw.csv,BT_0019020,SME_004,missing_reference,transaction_reference missing
ISSUE_000529,bank_transactions_raw.csv,BT_0007153,SME_004,missing_reference,transaction_reference missing
ISSUE_000530,bank_transactions_raw.csv,BT_0017885,SME_004,missing_reference,transaction_reference missing
ISSUE_000531,bank_transactions_raw.csv,BT_0004610,SME_003,missing_reference,transaction_reference missing
ISSUE_000532,bank_transactions_raw.csv,BT_0017055,SME_004,missing_reference,transaction_reference missing
ISSUE_000533,bank_transactions_raw.csv,BT_0014817,SME_004,missing_reference,transaction_reference missing
ISSUE_000534,bank_transactions_raw.csv,BT_0017410,SME_004,missing_reference,transaction_reference missing
ISSUE_000535,bank_transactions_raw.csv,BT_0014174,SME_004,missing_reference,transaction_reference missing
ISSUE_000536,bank_transactions_raw.csv,BT_0016903,SME_004,missing_reference,transaction_reference missing
ISSUE_000537,bank_transactions_raw.csv,BT_0016701,SME_004,missing_reference,transaction_reference missing
ISSUE_000538,bank_transactions_raw.csv,BT_0010614,SME_004,missing_reference,transaction_reference missing
ISSUE_000539,bank_transactions_raw.csv,BT_0004411,SME_001,missing_reference,transaction_reference missing
ISSUE_000540,bank_transactions_raw.csv,BT_0003336,SME_001,missing_reference,transaction_reference missing
ISSUE_000541,bank_transactions_raw.csv,BT_0002678,SME_001,missing_reference,transaction_reference missing
ISSUE_000542,bank_transactions_raw.csv,BT_0014320,SME_004,missing_reference,transaction_reference missing
ISSUE_000543,bank_transactions_raw.csv,BT_0000972,SME_001,missing_reference,transaction_reference missing
ISSUE_000544,bank_transactions_raw.csv,BT_0015536,SME_004,missing_reference,transaction_reference missing
ISSUE_000545,bank_transactions_raw.csv,BT_0008150,SME_004,missing_reference,transaction_reference missing
ISSUE_000546,bank_transactions_raw.csv,BT_0007299,SME_004,missing_reference,transaction_reference missing
ISSUE_000547,bank_transactions_raw.csv,BT_0005763,SME_004,missing_reference,transaction_reference missing
ISSUE_000548,bank_transactions_raw.csv,BT_0009593,SME_004,missing_reference,transaction_reference missing
ISSUE_000549,bank_transactions_raw.csv,BT_0009681,SME_004,missing_reference,transaction_reference missing
ISSUE_000550,bank_transactions_raw.csv,BT_0004586,SME_003,missing_reference,transaction_reference missing
ISSUE_000551,bank_transactions_raw.csv,BT_0002393,SME_001,missing_reference,transaction_reference missing
ISSUE_000552,bank_transactions_raw.csv,BT_0013657,SME_004,missing_reference,transaction_reference missing
ISSUE_000553,bank_transactions_raw.csv,BT_0009596,SME_004,missing_reference,transaction_reference missing
ISSUE_000554,bank_transactions_raw.csv,BT_0002560,SME_001,missing_reference,transaction_reference missing
ISSUE_000555,bank_transactions_raw.csv,BT_0018990,SME_004,missing_reference,transaction_reference missing
ISSUE_000556,bank_transactions_raw.csv,BT_0004468,SME_001,missing_reference,transaction_reference missing
ISSUE_000557,bank_transactions_raw.csv,BT_0007811,SME_004,missing_reference,transaction_reference missing
ISSUE_000558,bank_transactions_raw.csv,BT_0013060,SME_004,missing_reference,transaction_reference missing
ISSUE_000559,bank_transactions_raw.csv,BT_0006811,SME_004,missing_reference,transaction_reference missing
ISSUE_000560,bank_transactions_raw.csv,BT_0005726,SME_004,missing_reference,transaction_reference missing
ISSUE_000561,bank_transactions_raw.csv,BT_0008089,SME_004,missing_reference,transaction_reference missing
ISSUE_000562,bank_transactions_raw.csv,BT_0012232,SME_004,missing_reference,transaction_reference missing
ISSUE_000563,bank_transactions_raw.csv,BT_0007636,SME_004,missing_reference,transaction_reference missing
ISSUE_000564,bank_transactions_raw.csv,BT_0014262,SME_004,missing_reference,transaction_reference missing
ISSUE_000565,bank_transactions_raw.csv,BT_0002387,SME_001,missing_reference,transaction_reference missing
ISSUE_000566,bank_transactions_raw.csv,BT_0014906,SME_004,missing_reference,transaction_reference missing
ISSUE_000567,bank_transactions_raw.csv,BT_0004462,SME_001,missing_reference,transaction_reference missing
ISSUE_000568,bank_transactions_raw.csv,BT_0006224,SME_004,missing_reference,transaction_reference missing
ISSUE_000569,bank_transactions_raw.csv,BT_0009364,SME_004,missing_reference,transaction_reference missing
ISSUE_000570,bank_transactions_raw.csv,BT_0008545,SME_004,missing_reference,transaction_reference missing
ISSUE_000571,bank_transactions_raw.csv,BT_0014724,SME_004,missing_reference,transaction_reference missing
ISSUE_000572,bank_transactions_raw.csv,BT_0007810,SME_004,missing_reference,transaction_reference missing
ISSUE_000573,bank_transactions_raw.csv,BT_0011073,SME_004,missing_reference,transaction_reference missing
ISSUE_000574,bank_transactions_raw.csv,BT_0003510,SME_001,missing_reference,transaction_reference missing
ISSUE_000575,bank_transactions_raw.csv,BT_0010142,SME_004,missing_reference,transaction_reference missing
ISSUE_000576,bank_transactions_raw.csv,BT_0010506,SME_004,missing_reference,transaction_reference missing
ISSUE_000577,bank_transactions_raw.csv,BT_0008766,SME_004,missing_reference,transaction_reference missing
ISSUE_000578,bank_transactions_raw.csv,BT_0002226,SME_001,missing_reference,transaction_reference missing
ISSUE_000579,bank_transactions_raw.csv,BT_0016257,SME_004,missing_reference,transaction_reference missing
ISSUE_000580,bank_transactions_raw.csv,BT_0001555,SME_001,missing_reference,transaction_reference missing
ISSUE_000581,bank_transactions_raw.csv,BT_0005551,SME_004,missing_reference,transaction_reference missing
ISSUE_000582,bank_transactions_raw.csv,BT_0003822,SME_001,missing_reference,transaction_reference missing
ISSUE_000583,bank_transactions_raw.csv,BT_0009841,SME_004,missing_reference,transaction_reference missing
ISSUE_000584,bank_transactions_raw.csv,BT_0019199,SME_004,missing_reference,transaction_reference missing
ISSUE_000585,bank_transactions_raw.csv,BT_0019289,SME_004,missing_reference,transaction_reference missing
ISSUE_000586,bank_transactions_raw.csv,BT_0011767,SME_004,missing_reference,transaction_reference missing
ISSUE_000587,bank_transactions_raw.csv,BT_0004591,SME_003,missing_reference,transaction_reference missing
ISSUE_000588,bank_transactions_raw.csv,BT_0019284,SME_004,missing_reference,transaction_reference missing
ISSUE_000589,bank_transactions_raw.csv,BT_0015927,SME_004,missing_reference,transaction_reference missing
ISSUE_000590,bank_transactions_raw.csv,BT_0016077,SME_004,missing_reference,transaction_reference missing
ISSUE_000591,bank_transactions_raw.csv,BT_0019145,SME_004,missing_reference,transaction_reference missing
ISSUE_000592,bank_transactions_raw.csv,BT_0019361,SME_004,missing_reference,transaction_reference missing
ISSUE_000593,bank_transactions_raw.csv,BT_0013070,SME_004,missing_reference,transaction_reference missing
ISSUE_000594,bank_transactions_raw.csv,BT_0007862,SME_004,missing_reference,transaction_reference missing
ISSUE_000595,bank_transactions_raw.csv,BT_0008065,SME_004,missing_reference,transaction_reference missing
ISSUE_000596,bank_transactions_raw.csv,BT_0012406,SME_004,missing_reference,transaction_reference missing
ISSUE_000597,bank_transactions_raw.csv,BT_0016729,SME_004,missing_reference,transaction_reference missing
ISSUE_000598,bank_transactions_raw.csv,BT_0006181,SME_004,missing_reference,transaction_reference missing
ISSUE_000599,bank_transactions_raw.csv,BT_0005504,SME_004,missing_reference,transaction_reference missing
ISSUE_000600,bank_transactions_raw.csv,BT_0010111,SME_004,missing_reference,transaction_reference missing
ISSUE_000601,bank_transactions_raw.csv,BT_0000485,SME_001,missing_reference,transaction_reference missing
ISSUE_000602,bank_transactions_raw.csv,BT_0014512,SME_004,missing_reference,transaction_reference missing
ISSUE_000603,bank_transactions_raw.csv,BT_0013139,SME_004,missing_reference,transaction_reference missing
ISSUE_000604,bank_transactions_raw.csv,BT_0002120,SME_001,missing_reference,transaction_reference missing
ISSUE_000605,bank_transactions_raw.csv,BT_0007464,SME_004,missing_reference,transaction_reference missing
ISSUE_000606,bank_transactions_raw.csv,BT_0008949,SME_004,missing_reference,transaction_reference missing
ISSUE_000607,bank_transactions_raw.csv,BT_0004886,SME_004,missing_reference,transaction_reference missing
ISSUE_000608,bank_transactions_raw.csv,BT_0013716,SME_004,missing_reference,transaction_reference missing
ISSUE_000609,bank_transactions_raw.csv,BT_0006226,SME_004,missing_reference,transaction_reference missing
ISSUE_000610,bank_transactions_raw.csv,BT_0013237,SME_004,missing_reference,transaction_reference missing
ISSUE_000611,bank_transactions_raw.csv,BT_0013876,SME_004,missing_reference,transaction_reference missing
ISSUE_000612,bank_transactions_raw.csv,BT_0005750,SME_004,missing_reference,transaction_reference missing
ISSUE_000613,bank_transactions_raw.csv,BT_0015761,SME_004,missing_reference,transaction_reference missing
ISSUE_000614,bank_transactions_raw.csv,BT_0012981,SME_004,missing_reference,transaction_reference missing
ISSUE_000615,bank_transactions_raw.csv,BT_0017478,SME_004,missing_reference,transaction_reference missing
ISSUE_000616,bank_transactions_raw.csv,BT_0012535,SME_004,missing_reference,transaction_reference missing
ISSUE_000617,bank_transactions_raw.csv,BT_0019060,SME_004,missing_reference,transaction_reference missing
ISSUE_000618,bank_transactions_raw.csv,BT_0012015,SME_004,missing_reference,transaction_reference missing
ISSUE_000619,bank_transactions_raw.csv,BT_0010539,SME_004,missing_reference,transaction_reference missing
ISSUE_000620,bank_transactions_raw.csv,BT_0002782,SME_001,missing_reference,transaction_reference missing
ISSUE_000621,bank_transactions_raw.csv,BT_0014922,SME_004,missing_reference,transaction_reference missing
ISSUE_000622,bank_transactions_raw.csv,BT_0014759,SME_004,missing_reference,transaction_reference missing
ISSUE_000623,bank_transactions_raw.csv,BT_0017035,SME_004,missing_reference,transaction_reference missing
ISSUE_000624,bank_transactions_raw.csv,BT_0002960,SME_001,missing_reference,transaction_reference missing
ISSUE_000625,bank_transactions_raw.csv,BT_0018284,SME_004,missing_reference,transaction_reference missing
ISSUE_000626,bank_transactions_raw.csv,BT_0000739,SME_001,missing_reference,transaction_reference missing
ISSUE_000627,bank_transactions_raw.csv,BT_0004220,SME_001,missing_reference,transaction_reference missing
ISSUE_000628,bank_transactions_raw.csv,BT_0009708,SME_004,missing_reference,transaction_reference missing
ISSUE_000629,bank_transactions_raw.csv,BT_0004348,SME_001,missing_reference,transaction_reference missing
ISSUE_000630,bank_transactions_raw.csv,BT_0011737,SME_004,missing_reference,transaction_reference missing
ISSUE_000631,bank_transactions_raw.csv,BT_0014725,SME_004,missing_reference,transaction_reference missing
ISSUE_000632,bank_transactions_raw.csv,BT_0018319,SME_004,missing_reference,transaction_reference missing
ISSUE_000633,bank_transactions_raw.csv,BT_0015393,SME_004,missing_reference,transaction_reference missing
ISSUE_000634,bank_transactions_raw.csv,BT_0003653,SME_001,missing_reference,transaction_reference missing
ISSUE_000635,bank_transactions_raw.csv,BT_0006825,SME_004,missing_reference,transaction_reference missing
ISSUE_000636,bank_transactions_raw.csv,BT_0009660,SME_004,missing_reference,transaction_reference missing
ISSUE_000637,bank_transactions_raw.csv,BT_0017298,SME_004,missing_reference,transaction_reference missing
ISSUE_000638,bank_transactions_raw.csv,BT_0005275,SME_004,missing_reference,transaction_reference missing
ISSUE_000639,bank_transactions_raw.csv,BT_0001633,SME_001,missing_reference,transaction_reference missing
ISSUE_000640,bank_transactions_raw.csv,BT_0014317,SME_004,missing_reference,transaction_reference missing
ISSUE_000641,bank_transactions_raw.csv,BT_0018993,SME_004,missing_reference,transaction_reference missing
ISSUE_000642,bank_transactions_raw.csv,BT_0001145,SME_001,missing_reference,transaction_reference missing
ISSUE_000643,bank_transactions_raw.csv,BT_0001053,SME_001,missing_reference,transaction_reference missing
ISSUE_000644,bank_transactions_raw.csv,BT_0015009,SME_004,missing_reference,transaction_reference missing
ISSUE_000645,bank_transactions_raw.csv,BT_0000829,SME_001,missing_reference,transaction_reference missing
ISSUE_000646,bank_transactions_raw.csv,BT_0011156,SME_004,missing_reference,transaction_reference missing
ISSUE_000647,bank_transactions_raw.csv,BT_0011771,SME_004,missing_reference,transaction_reference missing
ISSUE_000648,bank_transactions_raw.csv,BT_0010442,SME_004,missing_reference,transaction_reference missing
ISSUE_000649,bank_transactions_raw.csv,BT_0000342,SME_001,missing_reference,transaction_reference missing
ISSUE_000650,bank_transactions_raw.csv,BT_0004640,SME_003,missing_reference,transaction_reference missing
ISSUE_000651,bank_transactions_raw.csv,BT_0004446,SME_001,missing_reference,transaction_reference missing
ISSUE_000652,bank_transactions_raw.csv,BT_0007640,SME_004,missing_reference,transaction_reference missing
ISSUE_000653,bank_transactions_raw.csv,BT_0005710,SME_004,missing_reference,transaction_reference missing
ISSUE_000654,bank_transactions_raw.csv,BT_0011656,SME_004,missing_reference,transaction_reference missing
ISSUE_000655,bank_transactions_raw.csv,BT_0017628,SME_004,missing_reference,transaction_reference missing
ISSUE_000656,bank_transactions_raw.csv,BT_0010916,SME_004,missing_reference,transaction_reference missing
ISSUE_000657,bank_transactions_raw.csv,BT_0008575,SME_004,missing_reference,transaction_reference missing
ISSUE_000658,bank_transactions_raw.csv,BT_0018907,SME_004,missing_reference,transaction_reference missing
ISSUE_000659,bank_transactions_raw.csv,BT_0016958,SME_004,missing_reference,transaction_reference missing
ISSUE_000660,bank_transactions_raw.csv,BT_0013510,SME_004,missing_reference,transaction_reference missing
ISSUE_000661,bank_transactions_raw.csv,BT_0008248,SME_004,missing_reference,transaction_reference missing
ISSUE_000662,bank_transactions_raw.csv,BT_0007538,SME_004,missing_reference,transaction_reference missing
ISSUE_000663,bank_transactions_raw.csv,BT_0014916,SME_004,missing_reference,transaction_reference missing
ISSUE_000664,bank_transactions_raw.csv,BT_0006075,SME_004,missing_reference,transaction_reference missing
ISSUE_000665,bank_transactions_raw.csv,BT_0008474,SME_004,missing_reference,transaction_reference missing
ISSUE_000666,bank_transactions_raw.csv,BT_0003942,SME_001,missing_reference,transaction_reference missing
ISSUE_000667,bank_transactions_raw.csv,BT_0011439,SME_004,missing_reference,transaction_reference missing
ISSUE_000668,bank_transactions_raw.csv,BT_0008226,SME_004,missing_reference,transaction_reference missing
ISSUE_000669,bank_transactions_raw.csv,BT_0006770,SME_004,missing_reference,transaction_reference missing
ISSUE_000670,bank_transactions_raw.csv,BT_0002702,SME_001,missing_reference,transaction_reference missing
ISSUE_000671,bank_transactions_raw.csv,BT_0012692,SME_004,missing_reference,transaction_reference missing
ISSUE_000672,bank_transactions_raw.csv,BT_0016754,SME_004,missing_reference,transaction_reference missing
ISSUE_000673,bank_transactions_raw.csv,BT_0005599,SME_004,missing_reference,transaction_reference missing
ISSUE_000674,bank_transactions_raw.csv,BT_0002713,SME_001,missing_reference,transaction_reference missing
ISSUE_000675,bank_transactions_raw.csv,BT_0014285,SME_004,missing_reference,transaction_reference missing
ISSUE_000676,bank_transactions_raw.csv,BT_0006815,SME_004,missing_reference,transaction_reference missing
ISSUE_000677,bank_transactions_raw.csv,BT_0016590,SME_004,missing_reference,transaction_reference missing
ISSUE_000678,bank_transactions_raw.csv,BT_0002827,SME_001,missing_reference,transaction_reference missing
ISSUE_000679,bank_transactions_raw.csv,BT_0018881,SME_004,missing_reference,transaction_reference missing
ISSUE_000680,bank_transactions_raw.csv,BT_0017912,SME_004,missing_reference,transaction_reference missing
ISSUE_000681,bank_transactions_raw.csv,BT_0007039,SME_004,missing_reference,transaction_reference missing
ISSUE_000682,bank_transactions_raw.csv,BT_0013470,SME_004,missing_reference,transaction_reference missing
ISSUE_000683,bank_transactions_raw.csv,BT_0013654,SME_004,missing_reference,transaction_reference missing
ISSUE_000684,bank_transactions_raw.csv,BT_0007840,SME_004,missing_reference,transaction_reference missing
ISSUE_000685,bank_transactions_raw.csv,BT_0013314,SME_004,missing_reference,transaction_reference missing
ISSUE_000686,bank_transactions_raw.csv,BT_0000500,SME_001,missing_reference,transaction_reference missing
ISSUE_000687,bank_transactions_raw.csv,BT_0018458,SME_004,missing_reference,transaction_reference missing
ISSUE_000688,bank_transactions_raw.csv,BT_0013951,SME_004,missing_reference,transaction_reference missing
ISSUE_000689,bank_transactions_raw.csv,BT_0013420,SME_004,missing_reference,transaction_reference missing
ISSUE_000690,bank_transactions_raw.csv,BT_0011779,SME_004,missing_reference,transaction_reference missing
ISSUE_000691,bank_transactions_raw.csv,BT_0014990,SME_004,missing_reference,transaction_reference missing
ISSUE_000692,bank_transactions_raw.csv,BT_0019169,SME_004,missing_reference,transaction_reference missing
ISSUE_000693,bank_transactions_raw.csv,BT_0012316,SME_004,missing_reference,transaction_reference missing
ISSUE_000694,bank_transactions_raw.csv,BT_0016343,SME_004,missing_reference,transaction_reference missing
ISSUE_000695,bank_transactions_raw.csv,BT_0004073,SME_001,missing_reference,transaction_reference missing
ISSUE_000696,bank_transactions_raw.csv,BT_0008175,SME_004,missing_reference,transaction_reference missing
ISSUE_000697,bank_transactions_raw.csv,BT_0009053,SME_004,missing_reference,transaction_reference missing
ISSUE_000698,bank_transactions_raw.csv,BT_0016188,SME_004,missing_reference,transaction_reference missing
ISSUE_000699,bank_transactions_raw.csv,BT_0017262,SME_004,missing_reference,transaction_reference missing
ISSUE_000700,bank_transactions_raw.csv,BT_0005351,SME_004,missing_reference,transaction_reference missing
ISSUE_000701,bank_transactions_raw.csv,BT_0004741,SME_004,missing_reference,transaction_reference missing
ISSUE_000702,bank_transactions_raw.csv,BT_0015910,SME_004,missing_reference,transaction_reference missing
ISSUE_000703,bank_transactions_raw.csv,BT_0017889,SME_004,missing_reference,transaction_reference missing
ISSUE_000704,bank_transactions_raw.csv,BT_0007803,SME_004,missing_reference,transaction_reference missing
ISSUE_000705,bank_transactions_raw.csv,BT_0007714,SME_004,missing_reference,transaction_reference missing
ISSUE_000706,bank_transactions_raw.csv,BT_0012782,SME_004,missing_reference,transaction_reference missing
ISSUE_000707,bank_transactions_raw.csv,BT_0009253,SME_004,missing_reference,transaction_reference missing
ISSUE_000708,bank_transactions_raw.csv,BT_0003129,SME_001,missing_reference,transaction_reference missing
ISSUE_000709,bank_transactions_raw.csv,BT_0013990,SME_004,missing_reference,transaction_reference missing
ISSUE_000710,bank_transactions_raw.csv,BT_0007837,SME_004,missing_reference,transaction_reference missing
ISSUE_000711,bank_transactions_raw.csv,BT_0006518,SME_004,missing_reference,transaction_reference missing
ISSUE_000712,bank_transactions_raw.csv,BT_0005862,SME_004,missing_reference,transaction_reference missing
ISSUE_000713,bank_transactions_raw.csv,BT_0000116,SME_001,missing_reference,transaction_reference missing
ISSUE_000714,bank_transactions_raw.csv,BT_0018028,SME_004,missing_reference,transaction_reference missing
ISSUE_000715,bank_transactions_raw.csv,BT_0000719,SME_001,missing_reference,transaction_reference missing
ISSUE_000716,bank_transactions_raw.csv,BT_0006699,SME_004,missing_reference,transaction_reference missing
ISSUE_000717,bank_transactions_raw.csv,BT_0002086,SME_001,missing_reference,transaction_reference missing
ISSUE_000718,bank_transactions_raw.csv,BT_0019467,SME_005,missing_reference,transaction_reference missing
ISSUE_000719,bank_transactions_raw.csv,BT_0001428,SME_001,missing_reference,transaction_reference missing
ISSUE_000720,bank_transactions_raw.csv,BT_0007730,SME_004,missing_reference,transaction_reference missing
ISSUE_000721,bank_transactions_raw.csv,BT_0017108,SME_004,missing_reference,transaction_reference missing
ISSUE_000722,bank_transactions_raw.csv,BT_0001148,SME_001,missing_reference,transaction_reference missing
ISSUE_000723,bank_transactions_raw.csv,BT_0000258,SME_001,missing_reference,transaction_reference missing
ISSUE_000724,bank_transactions_raw.csv,BT_0000323,SME_001,missing_reference,transaction_reference missing
ISSUE_000725,bank_transactions_raw.csv,BT_0012965,SME_004,missing_reference,transaction_reference missing
ISSUE_000726,bank_transactions_raw.csv,BT_0010558,SME_004,missing_reference,transaction_reference missing
ISSUE_000727,bank_transactions_raw.csv,BT_0014330,SME_004,missing_reference,transaction_reference missing
ISSUE_000728,bank_transactions_raw.csv,BT_0011960,SME_004,missing_reference,transaction_reference missing
ISSUE_000729,bank_transactions_raw.csv,BT_0017933,SME_004,missing_reference,transaction_reference missing
ISSUE_000730,bank_transactions_raw.csv,BT_0010392,SME_004,missing_reference,transaction_reference missing
