source_record_id,business_id,invoice_id,customer_id,invoice_date,due_date,invoice_amount,amount_paid,invoice_status,payment_date,currency,source_file
INV_000158,SME_004,SME_004-INV-00158,CUST_SME_004_014,15 Oct 2024,14 Dec 2024,20788.05,20788.05,Paid,29 Nov 2024,ZAR,sme_004_accounting_export.csv
INV_000159,SME_004,SME_004-INV-00159,CUST_SME_004_007,07 Dec 2024,21/01/2025,55865.94,55865.94,Paid,2025-01-21,ZAR,sme_004_accounting_export.csv
INV_000160,SME_004,SME_004-INV-00160,CUST_SME_004_010,2024-06-30,14/08/2024,20991.05,20991.05,Paid,08/07/2024,ZAR,sme_004_accounting_export.csv
INV_000161,SME_004,SME_004-INV-00161,CUST_SME_004_010,2025-03-12,27 Mar 2025,58218.45,58218.45,paid,17 Mar 2025,ZAR,sme_004_accounting_export.csv
INV_000162,SME_004,SME_004-INV-00162,CUST_SME_004_004,12 Jul 2024,11 Aug 2024,1127.26,1127.26,PAID,12/07/2024,ZAR,sme_004_accounting_export.csv
INV_000163,SME_004,SME_004-INV-00163,CUST_SME_004_009,2025-07-24,23 Aug 2025,38416.23,38416.23,PAID,16 Aug 2025,ZAR,sme_004_accounting_export.csv
INV_000164,SME_004,SME_004-INV-00164,CUST_SME_004_003,03/05/2025,2025-06-17,47605.65,47605.65,paid,2025-06-12,ZAR,sme_004_accounting_export.csv
INV_000165,SME_004,SME_004-INV-00165,CUST_SME_004_008,04 Sep 2025,2025-10-19,17523.56,13557.32,Partially Paid,25 Sep 2025,ZAR,sme_004_accounting_export.csv
INV_000166,SME_004,SME_004-INV-00166,CUST_SME_004_004,10/06/2024,2024-08-09,7905.97,7905.97,PAID,22/08/2024,ZAR,sme_004_accounting_export.csv
INV_000167,SME_004,SME_004-INV-00167,CUST_SME_004_002,24/08/2024,23 Sep 2024,2437.74,688.58,Partially Paid,12/09/2024,ZAR,sme_004_accounting_export.csv
INV_000168,SME_004,SME_004-INV-00168,CUST_SME_004_011,09 Dec 2024,24/12/2024,5390.01,2913.81,Partially Paid,22/12/2024,ZAR,sme_004_accounting_export.csv
INV_000169,SME_004,SME_004-INV-00169,CUST_SME_004_011,21/10/2025,05 Nov 2025,33039.01,33039.01,paid,2025-12-02,ZAR,sme_004_accounting_export.csv
INV_000170,SME_004,SME_004-INV-00170,CUST_SME_004_004,14/04/2025,2025-05-29,50510.88,50510.88,Paid,20/05/2025,ZAR,sme_004_accounting_export.csv
INV_000171,SME_004,SME_004-INV-00171,CUST_SME_004_006,2024-09-10,2024-09-25,4724.72,4724.72,paid,09/10/2024,ZAR,sme_004_accounting_export.csv
INV_000172,SME_004,SME_004-INV-00172,CUST_SME_004_012,2024-06-10,25 Jun 2024,7677.64,7677.64,PAID,10/06/2024,ZAR,sme_004_accounting_export.csv
INV_000173,SME_004,SME_004-INV-00173,CUST_SME_004_015,06 Apr 2025,2025-05-21,1301.08,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000174,SME_004,SME_004-INV-00174,CUST_SME_004_001,13 Aug 2025,28/08/2025,17654.37,17654.37,paid,2025-09-09,ZAR,sme_004_accounting_export.csv
INV_000175,SME_004,SME_004-INV-00175,CUST_SME_004_005,2025-02-13,30 Mar 2025,55353.54,55353.54,PAID,2025-03-17,ZAR,sme_004_accounting_export.csv
INV_000176,SME_004,SME_004-INV-00176,CUST_SME_004_008,17/01/2024,02/03/2024,17300.99,17300.99,paid,30/03/2024,ZAR,sme_004_accounting_export.csv
INV_000177,SME_004,SME_004-INV-00177,CUST_SME_004_014,21 Aug 2025,20 Sep 2025,27008.05,27008.05,Paid,25 Aug 2025,ZAR,sme_004_accounting_export.csv
INV_000178,SME_004,SME_004-INV-00178,CUST_SME_004_002,2025-10-17,16 Dec 2025,11558.49,11558.49,PAID,05 Jan 2026,ZAR,sme_004_accounting_export.csv
INV_000179,SME_004,SME_004-INV-00179,CUST_SME_004_009,08/09/2024,23 Oct 2024,7860.79,7860.79,paid,2024-10-02,ZAR,sme_004_accounting_export.csv
INV_000180,SME_004,SME_004-INV-00180,CUST_SME_004_014,2024-04-13,28/04/2024,11761.27,11761.27,paid,13/04/2024,ZAR,sme_004_accounting_export.csv
INV_000181,SME_004,SME_004-INV-00181,CUST_SME_004_005,24 Feb 2024,2024-03-10,13415.54,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000182,SME_004,SME_004-INV-00182,CUST_SME_004_007,2024-11-05,,8687.04,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000183,SME_004,SME_004-INV-00183,CUST_SME_004_013,01/07/2024,16 Jul 2024,47701.63,19319.62,Partially Paid,2024-07-14,ZAR,sme_004_accounting_export.csv
INV_000184,SME_004,SME_004-INV-00184,CUST_SME_004_014,2024-05-27,2024-06-26,29157.49,29157.49,Paid,25 Jun 2024,ZAR,sme_004_accounting_export.csv
INV_000185,SME_004,SME_004-INV-00185,CUST_SME_004_001,29 Oct 2024,28/11/2024,32846.4,32846.4,paid,24/12/2024,ZAR,sme_004_accounting_export.csv
INV_000186,SME_004,SME_004-INV-00186,CUST_SME_004_013,2025-12-02,17 Dec 2025,23104.38,5322.83,Partially Paid,2025-12-08,ZAR,sme_004_accounting_export.csv
INV_000187,SME_004,SME_004-INV-00187,CUST_SME_004_007,2024-02-22,2024-04-22,13433.83,13433.83,paid,04/03/2024,ZAR,sme_004_accounting_export.csv
INV_000188,SME_004,SME_004-INV-00188,CUST_SME_004_003,09/10/2025,24/10/2025,6540.2,1309.83,Partially Paid,19/10/2025,ZAR,sme_004_accounting_export.csv
INV_000189,SME_004,SME_004-INV-00189,CUST_SME_004_006,12/02/2025,2025-02-27,5479.62,5479.62,Paid,20 Mar 2025,ZAR,sme_004_accounting_export.csv
INV_000190,SME_004,SME_004-INV-00190,CUST_SME_004_007,09/12/2024,2025-01-23,11923.38,11923.38,Paid,2025-01-01,ZAR,sme_004_accounting_export.csv
INV_000191,SME_004,SME_004-INV-00191,CUST_SME_004_006,14/06/2025,29/07/2025,51160.4,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000192,SME_004,SME_004-INV-00192,CUST_SME_004_011,19/07/2025,03 Aug 2025,13776.17,13776.17,PAID,2025-07-23,ZAR,sme_004_accounting_export.csv
INV_000193,SME_004,SME_004-INV-00193,CUST_SME_004_005,02 Aug 2025,2025-08-17,21934.36,6725.24,Partially Paid,01 Sep 2025,ZAR,sme_004_accounting_export.csv
INV_000194,SME_004,SME_004-INV-00194,CUST_SME_004_015,28 Apr 2024,2024-05-13,34792.35,10299.21,Partially Paid,21/05/2024,ZAR,sme_004_accounting_export.csv
INV_000195,SME_004,SME_004-INV-00195,CUST_SME_004_014,22 Apr 2024,06 Jun 2024,31173.37,31173.37,Paid,17 May 2024,ZAR,sme_004_accounting_export.csv
INV_000196,SME_004,SME_004-INV-00196,CUST_SME_004_003,10/02/2025,2025-03-12,40283.42,40283.42,paid,2025-04-03,ZAR,sme_004_accounting_export.csv
INV_000197,SME_004,SME_004-INV-00197,CUST_SME_004_003,2024-06-15,30 Jun 2024,12464.57,12464.57,paid,15 Jun 2024,ZAR,sme_004_accounting_export.csv
INV_000198,SME_004,SME_004-INV-00198,CUST_SME_004_009,05/11/2024,20 Dec 2024,31918.89,31918.89,PAID,07/01/2025,ZAR,sme_004_accounting_export.csv
INV_000199,SME_004,SME_004-INV-00199,CUST_SME_004_013,10 Jul 2025,25 Jul 2025,46297.2,13339.4,Partially Paid,20/07/2025,ZAR,sme_004_accounting_export.csv
INV_000200,SME_004,SME_004-INV-00200,CUST_SME_004_015,13/04/2025,28/05/2025,23862.91,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000201,SME_004,SME_004-INV-00201,CUST_SME_004_004,2025-12-11,26 Dec 2025,58341.77,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000202,SME_004,SME_004-INV-00202,CUST_SME_004_004,2025-11-01,2025-11-16,35099.02,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000203,SME_004,SME_004-INV-00203,CUST_SME_004_015,2024-08-10,25 Aug 2024,40814.77,40814.77,PAID,18/08/2024,ZAR,sme_004_accounting_export.csv
INV_000204,SME_004,SME_004-INV-00204,CUST_SME_004_012,13/01/2024,12/02/2024,28086.18,28086.18,PAID,07/03/2024,ZAR,sme_004_accounting_export.csv
INV_000205,SME_004,SME_004-INV-00205,CUST_SME_004_001,2024-03-24,23/04/2024,51613.2,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000206,SME_004,SME_004-INV-00206,CUST_SME_004_001,11/06/2024,2024-07-11,27637.73,27637.73,paid,30/07/2024,ZAR,sme_004_accounting_export.csv
INV_000207,SME_004,SME_004-INV-00207,CUST_SME_004_011,17 May 2024,16/06/2024,56594.54,32863.79,Partially Paid,03 Jul 2024,ZAR,sme_004_accounting_export.csv
INV_000208,SME_004,SME_004-INV-00208,CUST_SME_004_001,24 Dec 2025,22/02/2026,19141.94,14279.37,Partially Paid,05/02/2026,ZAR,sme_004_accounting_export.csv
INV_000209,SME_004,SME_004-INV-00209,CUST_SME_004_003,17/05/2024,2024-06-01,52083.34,52083.34,PAID,2024-06-05,ZAR,sme_004_accounting_export.csv
INV_000210,SME_004,SME_004-INV-00210,CUST_SME_004_014,2024-09-03,,38721.84,28246.88,Partially Paid,01 Oct 2024,ZAR,sme_004_accounting_export.csv
INV_000211,SME_004,SME_004-INV-00211,CUST_SME_004_005,04/09/2025,2025-11-03,48144.23,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000212,SME_004,SME_004-INV-00212,CUST_SME_004_015,2024-12-18,01 Feb 2025,3224.38,3224.38,paid,22 Jan 2025,ZAR,sme_004_accounting_export.csv
INV_000213,SME_004,SME_004-INV-00213,CUST_SME_004_007,29 Aug 2025,28 Sep 2025,17359.5,17359.5,paid,20 Oct 2025,ZAR,sme_004_accounting_export.csv
INV_000214,SME_004,SME_004-INV-00214,CUST_SME_004_002,27 Aug 2024,11 Oct 2024,50977.65,16910.22,Partially Paid,13 Oct 2024,ZAR,sme_004_accounting_export.csv
INV_000215,SME_004,SME_004-INV-00215,CUST_SME_004_003,14/07/2024,12/09/2024,19781.69,19781.69,PAID,30 Sep 2024,ZAR,sme_004_accounting_export.csv
INV_000216,SME_004,SME_004-INV-00216,CUST_SME_004_005,2024-01-22,2024-03-22,43046.67,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000217,SME_004,SME_004-INV-00217,CUST_SME_004_010,26 Dec 2024,2025-02-24,59539.14,20159.42,Partially Paid,2025-03-07,ZAR,sme_004_accounting_export.csv
INV_000218,SME_004,SME_004-INV-00218,CUST_SME_004_011,2024-03-23,22/05/2024,11452.96,6366.73,Partially Paid,07 Apr 2024,ZAR,sme_004_accounting_export.csv
INV_000219,SME_004,SME_004-INV-00219,CUST_SME_004_001,23/04/2025,2025-05-08,25635.21,25635.21,paid,01 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000220,SME_004,SME_004-INV-00220,CUST_SME_004_010,25 Jul 2025,08/09/2025,10742.48,10742.48,PAID,2025-10-04,ZAR,sme_004_accounting_export.csv
INV_000221,SME_004,SME_004-INV-00221,CUST_SME_004_007,2024-12-20,2025-02-18,10102.9,10102.9,paid,18 Mar 2025,ZAR,sme_004_accounting_export.csv
INV_000222,SME_004,SME_004-INV-00222,CUST_SME_004_002,12 Jan 2024,26/02/2024,38349.53,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000223,SME_004,SME_004-INV-00223,CUST_SME_004_003,19/07/2025,02/09/2025,12291.19,4507.7,Partially Paid,2025-08-03,ZAR,sme_004_accounting_export.csv
INV_000224,SME_004,SME_004-INV-00224,CUST_SME_004_002,19/07/2024,18 Aug 2024,29476.58,19027.06,Partially Paid,01/09/2024,ZAR,sme_004_accounting_export.csv
INV_000225,SME_004,SME_004-INV-00225,CUST_SME_004_001,01 Aug 2024,15/09/2024,58698.55,58698.55,PAID,11/08/2024,ZAR,sme_004_accounting_export.csv
INV_000226,SME_004,SME_004-INV-00226,CUST_SME_004_004,19/04/2024,19 May 2024,20654.64,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000227,SME_004,SME_004-INV-00227,CUST_SME_004_012,2025-09-11,26/09/2025,52544.16,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000228,SME_004,SME_004-INV-00228,CUST_SME_004_003,2024-08-31,30/10/2024,24385.54,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000229,SME_004,SME_004-INV-00229,CUST_SME_004_014,2025-12-19,2026-02-17,16509.03,11095.84,Partially Paid,21 Feb 2026,ZAR,sme_004_accounting_export.csv
INV_000230,SME_004,SME_004-INV-00230,CUST_SME_004_003,25 Jun 2024,2024-07-25,20838.85,20838.85,PAID,30 Jun 2024,ZAR,sme_004_accounting_export.csv
INV_000231,SME_004,SME_004-INV-00231,CUST_SME_004_008,29 Sep 2025,29 Oct 2025,8533.5,8533.5,paid,09/11/2025,ZAR,sme_004_accounting_export.csv
INV_000232,SME_004,SME_004-INV-00232,CUST_SME_004_012,22/05/2024,06/06/2024,41060.12,41060.12,Paid,2024-06-17,ZAR,sme_004_accounting_export.csv
INV_000233,SME_004,SME_004-INV-00233,CUST_SME_004_014,2025-05-24,2025-06-23,31032.18,31032.18,paid,2025-06-29,ZAR,sme_004_accounting_export.csv
INV_000234,SME_004,SME_004-INV-00234,CUST_SME_004_014,01/07/2025,30/08/2025,37216.0,37216.0,Paid,05 Jul 2025,ZAR,sme_004_accounting_export.csv
INV_000235,SME_004,SME_004-INV-00235,CUST_SME_004_009,2024-09-22,07/10/2024,18882.47,18882.47,PAID,26/09/2024,ZAR,sme_004_accounting_export.csv
INV_000236,SME_004,SME_004-INV-00236,CUST_SME_004_001,2025-07-14,2025-08-28,39554.43,23990.0,Partially Paid,15/09/2025,ZAR,sme_004_accounting_export.csv
INV_000237,SME_004,SME_004-INV-00237,CUST_SME_004_001,2024-03-18,02/05/2024,10711.33,10711.33,Paid,2024-05-12,ZAR,sme_004_accounting_export.csv
INV_000238,SME_004,SME_004-INV-00238,CUST_SME_004_004,2025-03-10,09/05/2025,39495.89,39495.89,PAID,27 May 2025,ZAR,sme_004_accounting_export.csv
INV_000239,SME_004,SME_004-INV-00239,CUST_SME_004_004,13 Sep 2025,2025-11-12,5787.15,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000240,SME_004,SME_004-INV-00240,CUST_SME_004_005,2024-10-13,12/11/2024,24616.12,24616.12,PAID,11/11/2024,ZAR,sme_004_accounting_export.csv
INV_000241,SME_004,SME_004-INV-00241,CUST_SME_004_014,2024-05-12,27/05/2024,36975.43,36975.43,paid,14/05/2024,ZAR,sme_004_accounting_export.csv
INV_000242,SME_004,SME_004-INV-00242,CUST_SME_004_004,2024-01-02,17/01/2024,51463.74,51463.74,paid,07/01/2024,ZAR,sme_004_accounting_export.csv
INV_000243,SME_004,SME_004-INV-00243,CUST_SME_004_013,2025-04-11,2025-05-26,48932.49,48932.49,PAID,08 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000244,SME_004,SME_004-INV-00244,CUST_SME_004_003,25 Aug 2024,09/10/2024,32090.05,32090.05,PAID,2024-10-21,ZAR,sme_004_accounting_export.csv
INV_000245,SME_004,SME_004-INV-00245,CUST_SME_004_008,28/12/2025,26/02/2026,53118.87,39506.3,Partially Paid,01/03/2026,ZAR,sme_004_accounting_export.csv
INV_000246,SME_004,SME_004-INV-00246,CUST_SME_004_002,2024-03-06,05 Apr 2024,30848.27,30848.27,paid,15 Apr 2024,ZAR,sme_004_accounting_export.csv
INV_000247,SME_004,SME_004-INV-00247,CUST_SME_004_013,2024-03-27,,31512.84,31512.84,PAID,04 May 2024,ZAR,sme_004_accounting_export.csv
INV_000248,SME_004,SME_004-INV-00248,CUST_SME_004_010,02/05/2025,01 Jun 2025,43512.67,43512.67,paid,07 May 2025,ZAR,sme_004_accounting_export.csv
INV_000249,SME_004,SME_004-INV-00249,CUST_SME_004_004,23/02/2025,10 Mar 2025,52789.16,52789.16,paid,08 Apr 2025,ZAR,sme_004_accounting_export.csv
INV_000250,SME_004,SME_004-INV-00250,CUST_SME_004_013,01/02/2024,2024-04-01,36560.27,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000251,SME_004,SME_004-INV-00251,CUST_SME_004_009,10/09/2024,25 Sep 2024,56707.31,56707.31,paid,2024-09-28,ZAR,sme_004_accounting_export.csv
INV_000252,SME_004,SME_004-INV-00252,CUST_SME_004_001,06/07/2025,20/08/2025,14722.58,14722.58,paid,21 Jul 2025,ZAR,sme_004_accounting_export.csv
INV_000253,SME_004,SME_004-INV-00253,CUST_SME_004_011,14 Jul 2024,2024-08-13,55534.26,55534.26,paid,17/07/2024,ZAR,sme_004_accounting_export.csv
INV_000254,SME_004,SME_004-INV-00254,CUST_SME_004_003,2024-08-21,05 Oct 2024,14077.52,10387.0,Partially Paid,2024-08-26,ZAR,sme_004_accounting_export.csv
INV_000255,SME_004,SME_004-INV-00255,CUST_SME_004_003,2024-12-29,28/01/2025,32058.51,32058.51,PAID,13/01/2025,ZAR,sme_004_accounting_export.csv
INV_000256,SME_004,SME_004-INV-00256,CUST_SME_004_006,29/11/2025,2026-01-13,47965.88,31343.64,Partially Paid,16/01/2026,ZAR,sme_004_accounting_export.csv
INV_000257,SME_004,SME_004-INV-00257,CUST_SME_004_014,12 Jun 2025,11 Aug 2025,48293.47,48293.47,PAID,2025-08-13,ZAR,sme_004_accounting_export.csv
INV_000258,SME_004,SME_004-INV-00258,CUST_SME_004_013,2025-10-21,20/11/2025,17411.4,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000259,SME_004,SME_004-INV-00259,CUST_SME_004_013,23 May 2024,2024-06-07,59167.82,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000260,SME_004,SME_004-INV-00260,CUST_SME_004_008,07/05/2024,06 Jun 2024,5755.6,5755.6,Paid,18 Jun 2024,ZAR,sme_004_accounting_export.csv
INV_000261,SME_004,SME_004-INV-00261,CUST_SME_004_009,16/01/2024,2024-03-01,3052.18,3052.18,Paid,22 Feb 2024,ZAR,sme_004_accounting_export.csv
INV_000262,SME_004,SME_004-INV-00262,CUST_SME_004_007,2025-03-04,18/04/2025,50650.24,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000263,SME_004,SME_004-INV-00263,CUST_SME_004_008,2025-05-24,2025-06-08,49322.12,26523.98,Partially Paid,2025-06-11,ZAR,sme_004_accounting_export.csv
INV_000264,SME_004,SME_004-INV-00264,CUST_SME_004_004,2025-05-29,2025-07-28,43056.23,43056.23,Paid,25 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000265,SME_004,SME_004-INV-00265,CUST_SME_004_004,2024-10-19,03/12/2024,51195.67,51195.67,Paid,15 Dec 2024,ZAR,sme_004_accounting_export.csv
INV_000266,SME_004,SME_004-INV-00266,CUST_SME_004_013,2025-03-09,2025-05-08,9116.0,3225.43,Partially Paid,21/03/2025,ZAR,sme_004_accounting_export.csv
INV_000267,SME_004,SME_004-INV-00267,CUST_SME_004_015,21 Aug 2024,05 Sep 2024,6645.57,3092.76,Partially Paid,14 Sep 2024,ZAR,sme_004_accounting_export.csv
INV_000268,SME_004,SME_004-INV-00268,CUST_SME_004_005,26/05/2024,,58194.76,58194.76,PAID,13 Jun 2024,ZAR,sme_004_accounting_export.csv
INV_000269,SME_004,SME_004-INV-00269,CUST_SME_004_001,2024-05-04,19/05/2024,37830.04,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000270,SME_004,SME_004-INV-00270,CUST_SME_004_006,07 Sep 2024,07/10/2024,55270.96,55270.96,paid,2024-11-03,ZAR,sme_004_accounting_export.csv
INV_000271,SME_004,SME_004-INV-00271,CUST_SME_004_002,06/06/2025,2025-06-21,54480.15,54480.15,paid,12/07/2025,ZAR,sme_004_accounting_export.csv
INV_000272,SME_004,SME_004-INV-00272,CUST_SME_004_006,04/09/2024,03/11/2024,39535.25,39535.25,PAID,21/09/2024,ZAR,sme_004_accounting_export.csv
INV_000273,SME_004,SME_004-INV-00273,CUST_SME_004_002,30 Jan 2024,2024-03-15,38080.0,38080.0,Paid,2024-03-08,ZAR,sme_004_accounting_export.csv
INV_000274,SME_004,SME_004-INV-00274,CUST_SME_004_002,15 Mar 2024,2024-04-29,22236.8,22236.8,PAID,21 Mar 2024,ZAR,sme_004_accounting_export.csv
INV_000275,SME_004,SME_004-INV-00275,CUST_SME_004_004,20 May 2024,04 Jun 2024,9797.49,9797.49,paid,2024-05-24,ZAR,sme_004_accounting_export.csv
INV_000276,SME_004,SME_004-INV-00276,CUST_SME_004_002,24 Feb 2024,2024-03-10,41509.69,41509.69,Paid,04 Mar 2024,ZAR,sme_004_accounting_export.csv
INV_000277,SME_004,SME_004-INV-00277,CUST_SME_004_014,2025-03-10,09 May 2025,49253.77,37814.04,Partially Paid,2025-04-30,ZAR,sme_004_accounting_export.csv
INV_000278,SME_004,SME_004-INV-00278,CUST_SME_004_011,19/11/2024,18 Jan 2025,33132.8,33132.8,paid,30 Nov 2024,ZAR,sme_004_accounting_export.csv
INV_000279,SME_004,SME_004-INV-00279,CUST_SME_004_013,17 Sep 2025,01/11/2025,4001.28,4001.28,Paid,06/11/2025,ZAR,sme_004_accounting_export.csv
INV_000280,SME_004,SME_004-INV-00280,CUST_SME_004_003,18/11/2024,18 Dec 2024,9550.14,9550.14,paid,20 Dec 2024,ZAR,sme_004_accounting_export.csv
INV_000281,SME_004,SME_004-INV-00281,CUST_SME_004_014,01 Oct 2025,15 Nov 2025,7015.66,7015.66,Paid,02/11/2025,ZAR,sme_004_accounting_export.csv
INV_000282,SME_004,SME_004-INV-00282,CUST_SME_004_009,02/02/2024,03/03/2024,39812.07,11152.95,Partially Paid,29 Feb 2024,ZAR,sme_004_accounting_export.csv
INV_000283,SME_004,SME_004-INV-00283,CUST_SME_004_015,27 Feb 2024,28 Mar 2024,34322.56,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000284,SME_004,SME_004-INV-00284,CUST_SME_004_001,31/01/2024,16 Mar 2024,28523.52,28523.52,paid,2024-03-09,ZAR,sme_004_accounting_export.csv
INV_000285,SME_004,SME_004-INV-00285,CUST_SME_004_015,2025-08-22,21/10/2025,33061.1,13767.55,Partially Paid,03 Oct 2025,ZAR,sme_004_accounting_export.csv
INV_000286,SME_004,SME_004-INV-00286,CUST_SME_004_005,19/12/2025,17/02/2026,17281.34,17281.34,paid,18 Jan 2026,ZAR,sme_004_accounting_export.csv
INV_000287,SME_004,SME_004-INV-00287,CUST_SME_004_001,08/09/2024,,48478.9,48478.9,paid,09 Sep 2024,ZAR,sme_004_accounting_export.csv
INV_000288,SME_004,SME_004-INV-00288,CUST_SME_004_003,28 Jun 2025,28/07/2025,20384.17,20384.17,PAID,23/07/2025,ZAR,sme_004_accounting_export.csv
INV_000289,SME_004,SME_004-INV-00289,CUST_SME_004_006,31 Jul 2024,29 Sep 2024,39013.77,39013.77,Paid,08/10/2024,ZAR,sme_004_accounting_export.csv
INV_000290,SME_004,SME_004-INV-00290,CUST_SME_004_001,22/01/2024,06/02/2024,24061.58,24061.58,Paid,05/02/2024,ZAR,sme_004_accounting_export.csv
INV_000291,SME_004,SME_004-INV-00291,CUST_SME_004_013,28/12/2024,27 Jan 2025,5257.82,5257.82,Paid,2024-12-31,ZAR,sme_004_accounting_export.csv
INV_000292,SME_004,SME_004-INV-00292,CUST_SME_004_003,24/05/2024,08/07/2024,16160.13,16160.13,paid,02 Aug 2024,ZAR,sme_004_accounting_export.csv
INV_000293,SME_004,SME_004-INV-00293,CUST_SME_004_007,2024-04-16,15/06/2024,57940.8,57940.8,Paid,2024-07-10,ZAR,sme_004_accounting_export.csv
INV_000294,SME_004,SME_004-INV-00294,CUST_SME_004_005,2025-10-26,25 Nov 2025,12241.69,9635.65,Partially Paid,07 Dec 2025,ZAR,sme_004_accounting_export.csv
INV_000295,SME_004,SME_004-INV-00295,CUST_SME_004_008,27 Jun 2025,2025-08-11,7190.79,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000296,SME_004,SME_004-INV-00296,CUST_SME_004_015,03/12/2025,02 Jan 2026,18177.98,18177.98,paid,07/01/2026,ZAR,sme_004_accounting_export.csv
INV_000297,SME_004,SME_004-INV-00297,CUST_SME_004_012,10 Dec 2024,24/01/2025,52797.63,52797.63,PAID,22 Jan 2025,ZAR,sme_004_accounting_export.csv
INV_000298,SME_004,SME_004-INV-00298,CUST_SME_004_012,2025-06-03,18/06/2025,19055.56,19055.56,PAID,13 Jun 2025,ZAR,sme_004_accounting_export.csv
INV_000299,SME_004,SME_004-INV-00299,CUST_SME_004_004,2025-11-05,05 Dec 2025,25625.43,25625.43,Paid,06/12/2025,ZAR,sme_004_accounting_export.csv
INV_000300,SME_004,SME_004-INV-00300,CUST_SME_004_014,25 Jan 2024,24/02/2024,19294.54,19294.54,Paid,17/02/2024,ZAR,sme_004_accounting_export.csv
INV_000301,SME_004,SME_004-INV-00301,CUST_SME_004_001,14 Apr 2024,2024-06-13,59349.44,59349.44,paid,11/07/2024,ZAR,sme_004_accounting_export.csv
INV_000302,SME_004,SME_004-INV-00302,CUST_SME_004_009,02/02/2025,2025-03-19,59992.63,15572.86,Partially Paid,2025-02-17,ZAR,sme_004_accounting_export.csv
INV_000303,SME_004,SME_004-INV-00303,CUST_SME_004_009,17 Jan 2024,2024-03-02,29483.59,29483.59,Paid,31/01/2024,ZAR,sme_004_accounting_export.csv
INV_000304,SME_004,SME_004-INV-00304,CUST_SME_004_003,27 Oct 2025,2025-12-11,47304.72,19068.82,Partially Paid,23/11/2025,ZAR,sme_004_accounting_export.csv
INV_000305,SME_004,SME_004-INV-00305,CUST_SME_004_004,06 Mar 2025,05 May 2025,13983.53,13983.53,paid,27/03/2025,ZAR,sme_004_accounting_export.csv
INV_000306,SME_004,SME_004-INV-00306,CUST_SME_004_004,10 Aug 2024,09 Sep 2024,23083.41,18394.42,Partially Paid,13/09/2024,ZAR,sme_004_accounting_export.csv
INV_000307,SME_004,SME_004-INV-00307,CUST_SME_004_003,2025-06-16,16/07/2025,41081.04,41081.04,PAID,2025-07-21,ZAR,sme_004_accounting_export.csv
INV_000308,SME_004,SME_004-INV-00308,CUST_SME_004_008,2024-02-12,2024-02-27,17893.38,17893.38,Paid,12 Mar 2024,ZAR,sme_004_accounting_export.csv
INV_000309,SME_004,SME_004-INV-00309,CUST_SME_004_015,03 Oct 2025,17/11/2025,14257.23,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000310,SME_004,SME_004-INV-00310,CUST_SME_004_006,17/12/2024,2025-01-16,55412.04,0.0,Unpaid,,ZAR,sme_004_accounting_export.csv
INV_000311,SME_004,SME_004-INV-00311,CUST_SME_004_009,2024-01-27,12/03/2024,15413.59,15413.59,PAID,2024-04-06,ZAR,sme_004_accounting_export.csv
INV_000312,SME_004,SME_004-INV-00312,CUST_SME_004_014,2024-02-01,2024-03-17,4497.39,4497.39,PAID,2024-02-25,ZAR,sme_004_accounting_export.csv
INV_000313,SME_004,SME_004-INV-00313,CUST_SME_004_002,13 May 2024,12/07/2024,45314.19,0.0,Overdue,,ZAR,sme_004_accounting_export.csv
INV_000314,SME_004,SME_004-INV-00314,CUST_SME_004_010,22 Feb 2024,23 Mar 2024,15352.83,7251.47,Partially Paid,2024-03-21,ZAR,sme_004_accounting_export.csv
INV_000315,SME_004,SME_004-INV-00315,CUST_SME_004_001,22 Jun 2025,2025-07-22,27560.86,27560.86,PAID,2025-06-21,ZAR,sme_004_accounting_export.csv
