business_id,reason_type,rank,feature,description,point_contribution
APP-00066,protective,1,judgments_count,,2.353047774790244
APP-00066,protective,2,director_judgments_count,,0.7548546387206513
APP-00066,protective,3,free_cash_flow,,0.19804180029385973
APP-00066,protective,4,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00066,protective,5,default_flag_bureau_history,,0.0
APP-00067,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00067,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00067,adverse,3,num_fees_90d,,-6.2408675297329035
APP-00067,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00067,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00067,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00067,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00067,protective,3,judgments_count,,2.353047774790244
APP-00067,protective,4,free_cash_flow,,1.8601197511827134
APP-00067,protective,5,director_judgments_count,,0.7548546387206513
APP-00068,adverse,1,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00068,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00068,adverse,3,credit_volatility_90d,,-1.355380855435798
APP-00068,adverse,4,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00068,adverse,5,default_flag_bureau_history,,0.0
APP-00068,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00068,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,10.800529950239342
APP-00068,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00068,protective,4,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00068,protective,5,fe_director_credit_score,Director bureau credit score.,4.954496226162749
APP-00069,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00069,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00069,adverse,3,num_fees_90d,,-2.8408003994980424
APP-00069,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00069,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-1.1968320306744686
APP-00069,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00069,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00069,protective,3,fe_director_credit_score,Director bureau credit score.,4.954496226162749
APP-00069,protective,4,fe_business_credit_score,Business bureau credit score.,3.479999779230398
APP-00069,protective,5,free_cash_flow,,2.584299699991828
APP-00070,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00070,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00070,adverse,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-4.486610532400765
APP-00070,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00070,adverse,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00070,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,13.650972568238105
APP-00070,protective,2,num_fees_90d,,4.871993346215178
APP-00070,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00070,protective,4,judgments_count,,2.353047774790244
APP-00070,protective,5,free_cash_flow,,1.3491110213688227
APP-00071,adverse,1,credit_volatility_90d,,-4.959064187808683
APP-00071,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00071,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00071,adverse,4,fe_cash_flow_trend,90-day cash-flow trend.,-1.3260283120975773
APP-00071,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00071,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00071,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00071,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00071,protective,4,fe_debt_to_assets,Total liabilities divided by total assets.,3.7731027473151086
APP-00071,protective,5,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00072,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00072,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00072,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00072,adverse,4,fe_director_credit_score,Director bureau credit score.,-2.948467644559505
APP-00072,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.547013533874613
APP-00072,protective,1,num_fees_90d,,4.871993346215178
APP-00072,protective,2,judgments_count,,2.353047774790244
APP-00072,protective,3,free_cash_flow,,1.8601197511827134
APP-00072,protective,4,fe_cash_flow_trend,90-day cash-flow trend.,1.5453704172602027
APP-00072,protective,5,director_credit_utilization,,1.2579709227977574
APP-00073,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00073,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00073,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00073,adverse,4,fe_director_credit_score,Director bureau credit score.,-2.948467644559505
APP-00073,adverse,5,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00073,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00073,protective,2,free_cash_flow,,2.584299699991828
APP-00073,protective,3,judgments_count,,2.353047774790244
APP-00073,protective,4,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,1.4632110782236816
APP-00073,protective,5,director_credit_utilization,,1.2579709227977574
APP-00074,adverse,1,director_judgments_count,,-15.549679199311921
APP-00074,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00074,adverse,3,credit_volatility_90d,,-8.504614871755338
APP-00074,adverse,4,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00074,adverse,5,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-4.486610532400765
APP-00074,protective,1,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00074,protective,2,judgments_count,,2.353047774790244
APP-00074,protective,3,free_cash_flow,,1.8601197511827134
APP-00074,protective,4,director_credit_utilization,,1.2579709227977574
APP-00074,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,0.08569171056245785
APP-00075,adverse,1,judgments_count,,-25.1782604609213
APP-00075,adverse,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00075,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00075,adverse,4,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00075,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00075,protective,1,director_judgments_count,,0.7548546387206513
APP-00075,protective,2,default_flag_bureau_history,,0.0
APP-00075,protective,3,credit_volatility_90d,,0.0
APP-00075,protective,4,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,-0.12665090155799164
APP-00075,protective,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.1769919980503309
APP-00076,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00076,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00076,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00076,adverse,4,fe_cash_flow_trend,90-day cash-flow trend.,-0.8860362413701749
APP-00076,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00076,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00076,protective,2,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00076,protective,3,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00076,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00076,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,3.7731027473151086
APP-00077,adverse,1,director_judgments_count,,-15.549679199311921
APP-00077,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00077,adverse,3,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00077,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00077,adverse,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00077,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00077,protective,2,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00077,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00077,protective,4,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,2.4804658329330675
APP-00077,protective,5,judgments_count,,2.353047774790244
APP-00078,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00078,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00078,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00078,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00078,adverse,5,director_credit_utilization,,-0.7400507908412253
APP-00078,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00078,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00078,protective,3,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00078,protective,4,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00078,protective,5,judgments_count,,2.353047774790244
APP-00079,adverse,1,num_fees_90d,,-3.9671378997486717
APP-00079,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00079,adverse,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-2.1484411457951076
APP-00079,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00079,adverse,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00079,protective,1,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00079,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00079,protective,3,director_credit_utilization,,3.6742448595078656
APP-00079,protective,4,judgments_count,,2.353047774790244
APP-00079,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,2.0108985974473534
APP-00080,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00080,adverse,2,credit_volatility_90d,,-4.959064187808683
APP-00080,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00080,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00080,adverse,5,fe_cash_flow_trend,90-day cash-flow trend.,-1.3260283120975773
APP-00080,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00080,protective,2,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00080,protective,3,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00080,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00080,protective,5,judgments_count,,2.353047774790244
APP-00081,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00081,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00081,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00081,adverse,4,num_fees_90d,,-6.2408675297329035
APP-00081,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00081,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00081,protective,2,judgments_count,,2.353047774790244
APP-00081,protective,3,director_judgments_count,,0.7548546387206513
APP-00081,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,0.7415335345714789
APP-00081,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,0.5028728142430084
APP-00082,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00082,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00082,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-6.755373152878332
APP-00082,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00082,adverse,5,fe_business_credit_score,Business bureau credit score.,-4.641111845928194
APP-00082,protective,1,judgments_count,,2.353047774790244
APP-00082,protective,2,fe_cash_flow_trend,90-day cash-flow trend.,1.5453704172602027
APP-00082,protective,3,director_judgments_count,,0.7548546387206513
APP-00082,protective,4,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00082,protective,5,default_flag_bureau_history,,0.0
APP-00083,adverse,1,judgments_count,,-25.1782604609213
APP-00083,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00083,adverse,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-11.94586487502594
APP-00083,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00083,adverse,5,fe_business_credit_score,Business bureau credit score.,-4.641111845928194
APP-00083,protective,1,director_judgments_count,,0.7548546387206513
APP-00083,protective,2,director_credit_utilization,,0.14065362664514475
APP-00083,protective,3,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00083,protective,4,default_flag_bureau_history,,0.0
APP-00083,protective,5,credit_volatility_90d,,0.0
APP-00084,adverse,1,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.0214135668482074
APP-00084,adverse,2,fe_cash_flow_trend,90-day cash-flow trend.,-1.3260283120975773
APP-00084,adverse,3,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00084,adverse,4,default_flag_bureau_history,,0.0
APP-00084,adverse,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00084,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00084,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00084,protective,3,fe_negative_balance_days,Number of days with negative balances.,8.180879840222024
APP-00084,protective,4,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00084,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00085,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00085,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00085,adverse,3,fe_director_credit_score,Director bureau credit score.,-2.948467644559505
APP-00085,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.547013533874613
APP-00085,adverse,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00085,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00085,protective,2,judgments_count,,2.353047774790244
APP-00085,protective,3,num_fees_90d,,2.010929213010523
APP-00085,protective,4,director_credit_utilization,,1.2579709227977574
APP-00085,protective,5,free_cash_flow,,1.042465580324365
APP-00086,adverse,1,credit_volatility_90d,,-4.959064187808683
APP-00086,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.0214135668482074
APP-00086,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-1.1968320306744686
APP-00086,adverse,4,free_cash_flow,,-0.7839558191105869
APP-00086,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00086,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00086,protective,2,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00086,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00086,protective,4,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00086,protective,5,num_fees_90d,,4.871993346215178
APP-00087,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00087,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00087,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00087,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00087,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00087,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,13.650972568238105
APP-00087,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00087,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00087,protective,4,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00087,protective,5,fe_director_credit_score,Director bureau credit score.,4.954496226162749
APP-00088,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00088,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00088,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00088,adverse,4,credit_volatility_90d,,-1.355380855435798
APP-00088,adverse,5,fe_cash_flow_trend,90-day cash-flow trend.,-1.3260283120975773
APP-00088,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,13.650972568238105
APP-00088,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00088,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,5.013564845187844
APP-00088,protective,4,fe_business_credit_score,Business bureau credit score.,3.479999779230398
APP-00088,protective,5,free_cash_flow,,2.584299699991828
APP-00089,adverse,1,judgments_count,,-25.1782604609213
APP-00089,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00089,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00089,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00089,adverse,5,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-1.9825422756539428
APP-00089,protective,1,num_fees_90d,,4.871993346215178
APP-00089,protective,2,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00089,protective,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,2.4804658329330675
APP-00089,protective,4,free_cash_flow,,1.042465580324365
APP-00089,protective,5,fe_negative_balance_days,Number of days with negative balances.,0.9657796669140056
APP-00090,adverse,1,judgments_count,,-25.1782604609213
APP-00090,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00090,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00090,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00090,adverse,5,fe_business_credit_utilization,Business bureau credit utilization.,-2.640733523656876
APP-00090,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00090,protective,2,free_cash_flow,,2.584299699991828
APP-00090,protective,3,num_fees_90d,,2.010929213010523
APP-00090,protective,4,director_judgments_count,,0.7548546387206513
APP-00090,protective,5,director_credit_utilization,,0.14065362664514475
APP-00091,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00091,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00091,adverse,3,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00091,adverse,4,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00091,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00091,protective,1,free_cash_flow,,2.584299699991828
APP-00091,protective,2,judgments_count,,2.353047774790244
APP-00091,protective,3,num_fees_90d,,2.010929213010523
APP-00091,protective,4,director_judgments_count,,0.7548546387206513
APP-00091,protective,5,director_credit_utilization,,0.14065362664514475
APP-00092,adverse,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00092,adverse,2,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00092,adverse,3,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-6.384927681010003
APP-00092,adverse,4,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00092,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00092,protective,1,judgments_count,,2.353047774790244
APP-00092,protective,2,director_judgments_count,,0.7548546387206513
APP-00092,protective,3,director_credit_utilization,,0.14065362664514475
APP-00092,protective,4,default_flag_bureau_history,,0.0
APP-00092,protective,5,fe_negative_balance_days,Number of days with negative balances.,0.0
APP-00093,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-4.8680569924583885
APP-00093,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.0214135668482074
APP-00093,adverse,3,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-0.8937349286576866
APP-00093,adverse,4,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.4657799248479859
APP-00093,adverse,5,fe_cash_flow_trend,90-day cash-flow trend.,-0.07198315933626437
APP-00093,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,34.66293806753898
APP-00093,protective,2,fe_business_credit_score,Business bureau credit score.,12.711852452434304
APP-00093,protective,3,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00093,protective,4,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00093,protective,5,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00094,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00094,adverse,2,fe_negative_balance_days,Number of days with negative balances.,-7.901692957839125
APP-00094,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00094,adverse,4,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00094,adverse,5,num_fees_90d,,-1.37740785037345
APP-00094,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,11.709106573753973
APP-00094,protective,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,9.865010580117987
APP-00094,protective,3,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00094,protective,4,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00094,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,6.759214482367955
APP-00095,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00095,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00095,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-1.1968320306744686
APP-00095,adverse,4,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-0.8937349286576866
APP-00095,adverse,5,director_credit_utilization,,-0.7400507908412253
APP-00095,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,20.461903057643227
APP-00095,protective,2,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00095,protective,3,fe_business_credit_score,Business bureau credit score.,5.075043441117233
APP-00095,protective,4,judgments_count,,2.353047774790244
APP-00095,protective,5,num_fees_90d,,2.010929213010523
APP-00096,adverse,1,judgments_count,,-25.1782604609213
APP-00096,adverse,2,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,-20.554380280673865
APP-00096,adverse,3,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00096,adverse,4,fe_director_credit_score,Director bureau credit score.,-6.237124088835444
APP-00096,adverse,5,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00096,protective,1,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00096,protective,2,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00096,protective,3,director_judgments_count,,0.7548546387206513
APP-00096,protective,4,free_cash_flow,,0.5534351988121009
APP-00096,protective,5,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,0.07778567324250389
APP-00097,adverse,1,fe_negative_balance_days,Number of days with negative balances.,-13.293998017891731
APP-00097,adverse,2,credit_volatility_90d,,-8.504614871755338
APP-00097,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00097,adverse,4,fe_business_credit_score,Business bureau credit score.,-2.3295239519651583
APP-00097,adverse,5,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,-2.1484411457951076
APP-00097,protective,1,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,9.865010580117987
APP-00097,protective,2,fe_director_credit_score,Director bureau credit score.,3.1307804035859617
APP-00097,protective,3,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00097,protective,4,judgments_count,,2.353047774790244
APP-00097,protective,5,fe_debt_to_assets,Total liabilities divided by total assets.,0.8494236917233762
APP-00098,adverse,1,credit_volatility_90d,,-2.849189795246395
APP-00098,adverse,2,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-2.623426313246872
APP-00098,adverse,3,fe_business_arrears_days,Business bureau arrears days.,-1.961162279722023
APP-00098,adverse,4,fe_liabilities_to_annual_revenue,Total liabilities divided by annual revenue.,-1.7592117099978195
APP-00098,adverse,5,fe_min_balance_to_expenses,Minimum 90-day balance divided by monthly expenses.,-0.46218785404960144
APP-00098,protective,1,fe_director_credit_score,Director bureau credit score.,8.53713995567958
APP-00098,protective,2,fe_business_credit_score,Business bureau credit score.,7.964291288680055
APP-00098,protective,3,fe_free_cash_to_expenses,Free cash flow divided by monthly expenses.,5.962874647672288
APP-00098,protective,4,fe_operational_distress_events,Combined bounced payment and reversed transaction count.,5.437679873886328
APP-00098,protective,5,fe_business_credit_utilization,Business bureau credit utilization.,2.722917313142548
APP-00099,adverse,1,fe_business_credit_score,Business bureau credit score.,-8.683101937907402
APP-00099,adverse,2,num_fees_90d,,-6.2408675297329035
APP-00099,adverse,3,fe_business_credit_utilization,Business bureau credit utilization.,-4.858807712052527
APP-00099,adverse,4,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00099,adverse,5,director_credit_utilization,,-3.074295593101301
APP-00099,protective,1,judgments_count,,2.353047774790244
APP-00099,protective,2,fe_negative_balance_days,Number of days with negative balances.,0.9657796669140056
APP-00099,protective,3,director_judgments_count,,0.7548546387206513
APP-00099,protective,4,fe_business_arrears_days,Business bureau arrears days.,0.49026819706509817
APP-00099,protective,5,fe_reversed_transaction_count,Cumulative reversed transaction count up to the snapshot date.,0.07366748787542682
APP-00100,adverse,1,credit_volatility_90d,,-8.504614871755338
APP-00100,adverse,2,fe_business_arrears_days,Business bureau arrears days.,-4.913208981894471
APP-00100,adverse,3,fe_balance_to_monthly_expenses,Average 90-day balance divided by monthly expenses.,-3.524007708420735
APP-00100,adverse,4,num_fees_90d,,-1.37740785037345
